work_id,doi,ano,primeiro_autor,author_id,genero_primeiro_autor,primeiro_autor_no_brasil,paises_primeiro_autor
W3110599182,,2018,M Mishima,A5019481022,INDEFINIDO,True,BR
W3217180641,10.3389/fmars.2021.698484,2021,Fernando Naya-Català,A5021578395,MASCULINO,False,ES
W4210828511,10.1002/ecy.3654,2022,Clara Grilo,A5041474490,FEMININO,True,BR;PT
W2951965140,10.1007/s13157-019-01178-3,2019,Susana Aguilar,A5042173047,FEMININO,True,BR
W4413811099,10.3390/d17090610,2025,Jeneen Hadj‐Hammou,A5051703984,INDEFINIDO,False,AE;GB
W4286620363,10.1016/j.jcz.2022.06.008,2022,Vinícius Queiroz,A5041147386,MASCULINO,True,BR;IT
W4391517388,10.1016/j.marpolbul.2024.116088,2024,Matheus Felipe de Souza Dias da Silva,A5078287471,MASCULINO,True,BR
W3015090836,10.3354/meps13313,2020,Liliane Ferreira Lodi,A5035911427,FEMININO,False,
W3012696012,10.1016/j.ecoenv.2020.110465,2020,Raquel A. F. Neves,A5054599497,FEMININO,True,BR;PT
W3008021065,10.1016/j.gloplacha.2020.103150,2020,Alicia Hou,A5060432519,FEMININO,False,DE
W2899621833,10.1007/s12526-018-0925-2,2018,Javier Souto,A5065400424,MASCULINO,False,AT;ES
W4402192163,10.5585/2024.25799,2024,Mayra Jankowsky,A5063375095,FEMININO,True,BR
W3030546800,10.1016/j.jsames.2020.102657,2020,Everlyn González-Castillo,A5081972575,FEMININO,True,BR
W3216377811,10.1121/10.0007277,2021,Renan Lopes Paitach,A5089236961,MASCULINO,True,BR
W4389178906,10.1007/s13744-023-01100-x,2023,José de Jesus Corrêa-Neto,A5009274943,MASCULINO,True,BR
W4396999451,10.1016/j.jenvman.2024.121102,2024,Beatriz Zachello Nunes,A5012402639,FEMININO,True,BR
W4379779347,10.1016/j.marpol.2023.105693,2023,Natália Procksch,A5057733574,FEMININO,True,BR
W4285115680,10.1590/2317-4889202220210077,2022,Sheila Gatinho Teixeira,A5000324079,FEMININO,True,BR
W3174430876,10.11646/phytotaxa.508.3.3,2021,Martin Molz,A5014784526,MASCULINO,True,BR
W4220799243,10.11646/zootaxa.5120.2.5,2022,Andreza Campos de Moura,A5020353563,FEMININO,True,BR
W2971090951,10.4028/www.scientific.net/ddf.396.109,2019,Caroline Barbosa Monteiro,A5062907363,FEMININO,True,BR
W4402686426,10.1017/s0025315424000730,2024,Isabela Ribeiro Rocha de Moraes,A5037268110,FEMININO,True,BR
W3174621994,10.1016/j.jsames.2021.103430,2021,Joyce Celerino de Carvalho,A5067480870,FEMININO,True,BR
W4381986133,10.1590/s2179-975x3722,2023,Jefferson Saulo da Vitória Luduvice,A5092259929,MASCULINO,True,BR
W3037703430,10.1007/s10666-020-09720-y,2020,Fábio Paiva da Silva,A5049533847,MASCULINO,True,BR
W3209847704,10.7176/rhss/11-20-01,2021,Hirdan De,A5108766520,INDEFINIDO,True,BR
W4411383741,10.1080/01650521.2025.2507369,2025,Sunshine de Ávila-Simas,A5006675183,FEMININO,True,BR
W3027646518,10.1016/j.palaeo.2020.109802,2020,Thomas Kenji Akabane,A5064672057,MASCULINO,True,BR
W2953173922,10.34024/rbecotur.2018.v11.6699,2018,Alexandre de Gusmão Pedrini,A5059104661,MASCULINO,True,BR
W2925557455,10.1016/j.marpolbul.2018.12.046,2019,Juliana Schons Gularte,A5004305888,FEMININO,True,BR
W4206235282,10.1016/j.scitotenv.2021.152849,2022,Heithor Alexandre de Araújo Queiroz,A5033251056,MASCULINO,True,BR
W4391564681,10.1080/14772000.2024.2302196,2024,Silvia Eliza D`oliveira Pavan,A5053069065,FEMININO,True,BR;US
W4401657397,10.1016/j.jsames.2024.105095,2024,Bárbara Santos Queiroz,A5104453306,FEMININO,True,BR
W4212787340,10.1093/biolinnean/blab149,2021,Ana Cristina Lauer Garcia,A5074662444,FEMININO,True,BR
W4291001773,10.1002/lno.12197,2022,Tiago José Pereira,A5030790614,MASCULINO,False,US
W3014304914,10.1016/j.ympev.2020.106810,2020,Sergio D. Bolívar‐Leguizamón,A5040809343,MASCULINO,True,BR
W4378591323,10.21577/0100-4042.20230058,2023,Carlos Esteban Delgado Noriega,A5072051369,MASCULINO,False,
W4210304341,10.1080/08120099.2022.2019115,2022,Robert P. Bourman,A5050571675,MASCULINO,False,AU
W4402232710,10.3897/zookeys.1211.128059,2024,Gabriel Lucas Bochini,A5075778402,MASCULINO,True,BR
W3180515213,10.1093/icesjms/fsab129,2021,Viviana Márquez Velásquez,A5077755543,FEMININO,True,BR;CO
W4362638197,10.1016/j.quascirev.2023.108064,2023,Qiang Yao,A5040306930,INDEFINIDO,False,US
W3010813795,10.11646/phytotaxa.435.4.3,2020,Luciano Paganucci de Queiroz,A5018378781,MASCULINO,True,BR
W4297691276,10.29150/2237-2202.2022.252409,2022,Gastão Cerquinha da Fonseca Neto,A5079430257,MASCULINO,True,BR
W4401318008,10.1016/j.envpol.2024.124659,2024,Marina Zimmer Correa,A5087960628,FEMININO,True,BR
W4226068491,10.1590/2175-7860202273047,2022,Patrick de Oliveira,A5006548215,MASCULINO,True,BR
W4362507173,10.1007/s11356-023-26660-8,2023,Ítele E. dos Santos,A5021928967,INDEFINIDO,True,BR
W3005917789,10.34117/bjdv6n1-262,2020,Daniel Gomes de Sousa,A5072161965,MASCULINO,True,BR
W4210274249,10.1007/s10661-022-09813-z,2022,Ivison A. Silva,A5055597319,MASCULINO,True,BR
W4400760528,10.1590/0001-3765202420230746,2024,Chariane Camila Werlang,A5059459435,FEMININO,True,BR
W3104569723,10.1071/mf20098,2020,Rivetla Edipo Araújo Cruz,A5020652080,INDEFINIDO,True,BR
W3037139547,10.1016/j.toxicon.2020.06.016,2020,Chariane Camila Werlang,A5059459435,FEMININO,True,BR
W2904418135,10.1016/j.ympev.2018.12.008,2018,Andréa T. Thomaz,A5033125364,FEMININO,False,US
W4310461598,10.1007/s13744-022-01006-0,2022,Edwin Bedoya-Róqueme,A5032663043,MASCULINO,True,BR
W4393237205,10.1016/j.chemosphere.2024.141807,2024,Vitória Petra de Oliveira Barros,A5040110106,FEMININO,True,BR
W3184291853,10.1038/s41598-021-95075-7,2021,Sara Pereira,A5071952789,FEMININO,False,PT
W2936908624,10.2983/035.038.0119,2019,Shayanna M. A. da R. Souza,A5013625113,FEMININO,True,BR
W3087062221,10.1016/j.jembe.2020.151460,2020,Camila Miguel,A5028421632,FEMININO,True,BR
W3104411971,10.1016/j.ecoenv.2020.111589,2020,Rachel Ann Hauser‐Davis,A5045366344,FEMININO,True,BR
W4413325024,10.1016/j.ecss.2025.109507,2025,Camyla Freitas Viana,A5026377650,FEMININO,False,
W4388934006,10.11646/zootaxa.5375.4.1,2023,Koen Martens,A5091346838,INDEFINIDO,False,BE
W4225964809,10.21577/0100-4042.20170892,2022,José Soares Ferreira Neto,A5087317932,MASCULINO,True,BR
W4295940531,10.21577/1984-6835.20220111,2022,Maria Clara R. de Souza,A5108032006,FEMININO,True,BR
W2984513204,10.5016/geociencias.v37i4.12597,2018,Antônio Rodrigues Ximenes Neto,A5101425570,MASCULINO,True,BR
W4394616566,10.1016/j.flora.2024.152509,2024,Pedro Joaquim Bergamo,A5008844002,MASCULINO,True,BR
W2969344471,10.1590/1809-4422asoc20180142r1vu2019l2td,2019,Gisela Aquino Pires do Rio,A5043061616,FEMININO,True,BR
W4210472034,10.1016/j.rsma.2022.102199,2022,Jasna Maria Luna Marques,A5072616424,FEMININO,True,BR
W4414706753,10.3390/jmse13101886,2025,Mykel Fernandes de Sousa,sem-id:W4414706753:0,MASCULINO,True,BR
W4287578692,10.1007/s11258-022-01251-8,2022,Vitor de Andrade Kamimura,A5060802259,MASCULINO,True,BR
W4407964307,10.1016/j.chemosphere.2025.144250,2025,Bianca de Sousa Rangel,A5066633308,FEMININO,True,BR
W4384406767,10.1002/aqc.3985,2023,Israel Maciel,A5078073700,MASCULINO,True,BR
W4396609466,10.1016/j.jhazmat.2024.134479,2024,Juliano  Marcelo Vilke,A5090024369,MASCULINO,True,BR;PT
W4387499564,10.1080/17451000.2023.2262482,2023,Gabriel Vieira Martins Rezende-Gois,A5011277772,MASCULINO,True,BR
W4410692269,10.1007/s12237-025-01558-5,2025,Anna Carolina Camargos Coelho e Araújo,A5011687103,FEMININO,True,BR
W2889137763,10.18472/sustdeb.v9n2.2018.26825,2018,Juliana Lima Spínola,A5009644073,FEMININO,True,BR
W4410952735,10.1016/j.fishres.2025.107424,2025,Letícia dos Santos Alves,sem-id:W4410952735:0,FEMININO,True,BR
W4307364087,10.1016/j.catena.2022.106710,2022,Rennan Cabral Nascimento,A5102374903,MASCULINO,True,BR
W4226181627,10.1590/2675-2824070.21016tfdc,2022,Tatiane Fernández do Carmo,A5083184523,FEMININO,True,BR
W3109662901,10.1590/1809-4392202000250,2020,Dioniso de Souza Sampaio,A5016229335,MASCULINO,True,BR
W3041274810,10.1016/j.ecss.2020.106882,2020,Ivan Rodrigo Abrão Laurino,A5059338900,MASCULINO,True,BR
W2944098324,10.14210/bjast.v21n2.11172,2019,Carolina Cunha de Oliveira,A5075633954,FEMININO,True,BR
W4405450816,10.1590/2675-2824072.24025,2024,Mônica Angélica Varella Petti,A5054888940,FEMININO,True,BR
W7152400333,10.3389/fsci.2026.1609998,2026,Harvey Locke,A5005723250,MASCULINO,False,BD;CH;GB;US
W3135146810,10.1080/17451000.2021.1887494,2021,Daiane Aviz,A5086099688,FEMININO,True,BR
W2802993239,10.1071/is17029,2018,Alessandro Lívio Prantoni,A5045634487,MASCULINO,True,BR
W4353056581,10.1016/j.sedgeo.2023.106372,2023,Ronaldo Herlinger,A5065585619,MASCULINO,True,BR
W4388220270,10.1007/s11356-023-30698-z,2023,Shuguang Liu,A5100649840,INDEFINIDO,False,CN
W4316465799,10.3390/jmse11010217,2023,Clara María Arboleda-Baena,A5027243176,FEMININO,True,BR;CL
W4289794160,10.1016/j.chemosphere.2022.135926,2022,Nayara Gouveia,A5029337219,FEMININO,True,BR
W4213140621,10.1590/0001-3765202220210597,2022,Jair Putzke,A5055817970,MASCULINO,True,BR
W3020192933,10.1007/s11356-020-08650-2,2020,Karla Cristiane Pinto,A5111312313,FEMININO,True,BR
W7135176459,10.1590/2675-2824074.25154,2026,Sérgio N. Stampar,A5027145654,MASCULINO,True,BR
W3037282717,10.1016/j.jsames.2020.102693,2020,L. Nina,A5014184874,INDEFINIDO,False,BO;SE
W2794080160,10.3389/fgene.2018.00017,2018,Mauro Nirchio,A5056950184,MASCULINO,False,EC
W2972795526,10.1007/s00367-019-00594-y,2019,D. A. Moreira,A5014863640,INDEFINIDO,True,BR
W3204526538,10.1016/j.fishres.2021.106126,2021,Alexandre Falcão Aderne,A5048218034,MASCULINO,True,BR
W4294267608,10.55906/rcdhv7n1-009,2022,Regina Oliveira Da Silva,A5066909992,FEMININO,True,BR
W2809254274,10.1111/jai.13744,2018,Daniel Alvares Silveira de Assis,A5021574868,MASCULINO,True,BR
W2963366132,10.1111/geb.12970,2019,André Menegotto,A5011630269,MASCULINO,True,BR
W4327920715,10.1016/j.pocean.2023.103019,2023,Françoise Dantas de Lima,A5038991927,FEMININO,True,BR
W4288062342,10.1590/0001-3765202220220045,2022,Tainá Guimarães Julio,A5045160968,FEMININO,True,BR
W4408193709,10.1016/j.envpol.2025.126018,2025,Wanessa Gentil Mandelli,A5040516233,FEMININO,True,BR
W4408563326,10.1007/s00227-025-04606-7,2025,Edison Barbieri,A5021529556,MASCULINO,True,BR
W7116848601,10.1016/j.ocecoaman.2025.108064,2025,Nelson Rangel-Buitrago,A5104334303,MASCULINO,False,CO
W4381051385,10.1016/j.jcz.2023.06.002,2023,João Paulo Ramos Ferreira,A5030454987,MASCULINO,True,BR
W2942920267,10.1590/s0104-71832019000100009,2019,Mariane Aparecida do Nascimento Vieira,A5080640647,FEMININO,True,BR;GB
W3028580090,10.1007/s12237-020-00743-y,2020,Fernando Roversi,A5008664372,MASCULINO,True,BR
W4220719109,10.1016/j.dsr2.2022.105074,2022,Connor C. G. Bamford,A5026393126,INDEFINIDO,False,GB
W2944492153,10.1007/s12371-019-00361-6,2019,Luana de Almeida Rangel,A5010278092,FEMININO,True,BR
W4393992880,10.1007/s12526-024-01433-9,2024,Jeferson A. Durán-Fuentes,A5003765077,MASCULINO,True,BR;US
W4378830905,10.1080/00207233.2023.2216609,2023,Vitória Lopes Nunes,A5021609638,FEMININO,True,BR
W3157064485,,2021,Marcio Roberto Pie,A5073394029,MASCULINO,True,BR
W3137891968,10.1016/j.envpol.2021.116908,2021,Lara Mesquita Pinheiro,A5030941895,FEMININO,True,BR
W4409249525,10.3390/fermentation11040199,2025,Kaio Wêdann Oliveira,A5109817222,MASCULINO,True,BR
W3203953308,10.5132/eec.2021.01.03,2021,Guacira de Figueiredo Eufrasio Pauly,A5091234335,FEMININO,False,
W2795582932,10.26848/rbgf.v11.2.p490-509,2018,Ilton Araújo Soares,A5009080490,MASCULINO,True,BR
W3130618771,10.1007/s00128-021-03151-5,2021,Larissa Gouvêa Paiva,A5079890629,FEMININO,True,BR
W4324020936,10.1093/gbe/evad042,2023,Bruno Lopes da Silva Ferrette,A5023700145,MASCULINO,True,BR;DE
W2885862158,10.1590/rbz4720160353,2018,Frank Belettini,A5056972634,MASCULINO,True,BR
W2946874136,10.5735/086.056.0106,2019,Flávia Guimarães Chaves,A5059470929,FEMININO,True,BR
W3089619427,10.14393/rbcv72n3-48706,2020,Ana Fatima da Silva,A5061124401,FEMININO,True,BR
W4223594331,10.1016/j.scitotenv.2022.155229,2022,Aline Sbizera Martinez,A5071686688,FEMININO,True,BR
W4392196623,10.1007/s40899-024-01032-3,2024,Eliomar Viana Amorim,A5057411082,MASCULINO,True,BR
W2793168410,10.1016/j.quaint.2018.03.006,2018,Mukesh Kumar,A5100620814,INDEFINIDO,False,PT
W4407981562,10.1016/j.envpol.2025.125928,2025,Bruno de Andrade Linhares,A5052598190,MASCULINO,True,BR
W3138505494,10.1007/s11686-021-00369-5,2021,Márcia Cristina Nascimento Justo,A5027959202,FEMININO,True,BR
W4392040387,10.1111/1365-2435.14528,2024,Cleber Juliano Neves Chaves,A5016534694,MASCULINO,True,BR
W4285591084,10.3389/feart.2022.846245,2022,Guilherme Augusto Pedrão,A5055546920,MASCULINO,True,BR
W3034863028,10.1016/j.palaeo.2020.109850,2020,Lucas D. Mouro,A5014672968,MASCULINO,True,BR
W3125730299,10.3390/pathogens10020103,2021,Carolina Clares dos Anjos,A5065125986,FEMININO,True,BR
W4283745318,10.11646/zootaxa.5159.4.4,2022,Maria Emília Travassos Rios Tomé,A5031389523,FEMININO,True,BR
W4210743166,10.1007/s12526-021-01238-0,2022,Alexandre Pires Marceniuk,A5028317771,MASCULINO,True,BR
W4327629403,10.1016/j.marpolbul.2023.114814,2023,Tainah B.N. Freitas,A5072789449,FEMININO,True,BR
W4390479378,10.60692/0t0a8-mkz88,2022,Francesco Garzon,A5003924018,MASCULINO,True,BR;GB;PA
W4407947488,10.1016/j.envres.2025.121226,2025,Antônia D. F. Lima,A5006434195,FEMININO,True,BR
W3089249830,10.25226/bboc.v140i3.2020.a2,2020,François Sagot-Martin,A5002046219,INDEFINIDO,False,US
W3014584906,10.1016/j.marenvres.2020.104963,2020,Agnaldo Silva Martins,A5013670751,MASCULINO,True,BR
W3091849245,10.1016/j.resmic.2020.10.002,2020,Suzanne de Oliveira Nunes,A5007725074,FEMININO,True,BR
W2947974788,10.1007/s11676-019-00982-1,2019,Olmar Baller Weber,A5004228661,MASCULINO,True,BR
W2956311223,10.1007/s10811-019-01855-0,2019,Angel Ramón Moreira-González,A5040412405,INDEFINIDO,True,BR;CU
W3201127794,10.1016/j.jmarsys.2021.103642,2021,Nils E. Asp,sem-id:W3201127794:0,MASCULINO,True,BR
W3045016775,10.1016/j.dsr.2020.103343,2020,Olívia S. Pereira,A5054084615,FEMININO,True,BR
W4225531942,10.1016/j.apgeog.2022.102689,2022,Jéssica Conceição da Silva,A5084392057,FEMININO,True,BR
W4289205196,10.3390/resources11080070,2022,Gricelda Herrera-Franco,A5020959114,FEMININO,False,EC
W4413180036,10.3389/fpubh.2025.1643457,2025,Aaronson Ramathan Freitas,A5016547228,INDEFINIDO,True,BR
W4394746867,10.1007/s11356-024-33198-w,2024,Qiuhong Xu,A5109775518,INDEFINIDO,False,CN
W3206963249,10.5380/rf.v51i4.74582,2021,Tarcila Rosa da Silva Lins,A5031363585,FEMININO,True,BR
W3081633679,10.32360/acmar.v53i1.42291,2020,Joelson Musiello Fernandes,A5042341776,MASCULINO,True,BR
W4417136836,10.1016/j.marpolbul.2025.119099,2025,Guilherme V.B. Ferreira,A5003049445,MASCULINO,True,BR
W3175617069,10.26359/costas.e1821,2021,Julliet Correa da Costa,A5090640493,INDEFINIDO,False,
W2980089976,10.17765/2176-9168.2019v12n4p1291-1316,2019,Geusa da Purificação Pereira,A5081666078,FEMININO,True,BR
W3111945050,10.1088/2515-7620/abd0ed,2020,Edmo J. D. Campos,A5084921639,MASCULINO,True,AE;BR
W4290964376,10.5132/eec.2022.01.10,2022,Caio Rodrigues Nobre,A5059526891,MASCULINO,True,BR
W4401753964,10.1007/s00704-024-05143-x,2024,Bruno Dias Rodrigues,A5106654673,MASCULINO,True,BR
W4393225891,10.1007/s43217-024-00173-x,2024,Maryane Filgueiras Soares,A5036436758,FEMININO,True,BR
W7170420208,10.1016/j.oceaneng.2026.127100,2026,Tien Trung Duong,A5042238528,INDEFINIDO,False,KR
W4401801241,10.1016/j.envpol.2024.124804,2024,Anaclara Roselli-Laclau,A5098942471,FEMININO,False,UY
W4220704805,10.55761/abclima.v30i18.14603,2022,Vitor Hugo de Almeida Marrafon,A5113941756,MASCULINO,True,BR
W4309363034,10.1590/0001-3765202120210536,2022,Marina Delli Zotti Souza Viana,A5060068949,FEMININO,True,BR
W4294193272,10.1016/j.sedgeo.2022.106243,2022,Juliana Ferreira Godot Souza,A5088726547,FEMININO,True,BR
W3112510821,10.1590/1982-0224-2020-0048,2020,Luz E. Ochoa,A5072789279,INDEFINIDO,True,BR
W4220710325,10.1017/s0025315421000898,2021,Bruno Braulino Batista,A5003395107,MASCULINO,True,BR
W3109622886,10.1080/10256016.2020.1839448,2020,David X. Soto,A5079972404,MASCULINO,False,GB
W3183539171,10.1016/j.orggeochem.2021.104288,2021,Ana Lúcia Lindroth Dauner,A5039579248,FEMININO,True,BR
W2945546841,10.66205/rvbma.v5i1.153,2019,Rayssa Lima dos Santos,A5037053782,FEMININO,True,BR
W2792715326,10.1016/j.ecss.2018.02.002,2018,Joice Silva de Souza,A5043488668,FEMININO,True,BR
W3188883897,10.1007/s10641-021-01120-9,2021,Aurora Rupp,A5076236800,FEMININO,True,BR
W3204387523,10.5852/ejt.2021.774.1527,2021,Hossein Ashrafi,A5052805708,INDEFINIDO,False,CZ
W2953167142,10.1016/j.algal.2019.101572,2019,Janaína Pires Santos,A5012162822,FEMININO,True,BR
W3201913225,10.1007/s11252-021-01171-x,2021,Fernanda Gatto-Almeida,A5056715575,FEMININO,True,BR
W4390037826,10.1016/j.marenvres.2023.106309,2023,Fernando de Campos Guerreiro,A5027794312,MASCULINO,True,BR
W3180076697,10.1016/j.rsma.2021.101931,2021,Laura Rodrigues da Conceição,A5088880682,FEMININO,True,BR
W4402240658,10.1186/s40168-024-01874-1,2024,Paula Huber,A5087120638,FEMININO,True,BR
W4410987322,10.1371/journal.pone.0314842,2025,Fernanda Regis Gomes,A5067074668,FEMININO,True,BR
W4386504176,10.1016/j.rsma.2023.103177,2023,Luís Felipe de Almeida Duarte,A5051374279,MASCULINO,True,BR
W4226116199,10.1007/s00027-022-00858-3,2022,Elena Fukasawa Galvanese,A5025550397,FEMININO,True,BR
W4399866913,10.1029/2024gb008125,2024,Vanessa Hatje,A5008351522,FEMININO,True,BR;MC
W4411190797,10.1016/j.rvsc.2025.105760,2025,Felipe D'A. Torres,sem-id:W4411190797:0,MASCULINO,True,BR
W4285182830,10.20950/1678-2305/bip.2022.48.e678,2022,Tiago Hilário Pedrosa Campello,A5013037766,MASCULINO,True,BR
W3031821040,10.1016/j.biocon.2020.108617,2020,Eduardo Teles Barbosa Mendes,A5050313377,MASCULINO,True,BR
W3097063053,10.17648/diversitas-journal-v5i4-1309,2020,Adriana Thiara de Oliveira Silva,A5020870489,FEMININO,True,BR
W2947170336,10.1071/is18069,2019,Phillip Vorting Randsø,A5067565139,MASCULINO,False,DK
W2954995639,10.1080/01480545.2018.1563610,2019,Lucas Freitas Cordeiro,A5040111770,MASCULINO,True,BR
W4251307058,10.29327/229003.1.2-2,2021,Wellington Santos de Andrade,A5007540081,MASCULINO,True,BR
W3176215869,10.17921/2447-8733.2021v22n2p282-288,2021,George Bassul Areias,A5047184495,MASCULINO,True,BR
W4382046794,10.1002/joc.8163,2023,Fernanda Cerqueira Vasconcellos,A5079540719,FEMININO,True,BR
W4405867596,10.1016/j.rsma.2024.104002,2024,Bárbara Piovani,A5115686629,FEMININO,True,BR
W4320058062,10.55761/abclima.v31i18.16037,2022,Djane Fonseca da Silva,A5053910676,FEMININO,True,BR
W4324285450,10.1590/1519-6984.266795,2023,Paula Lobo Guimarães,A5066513357,FEMININO,True,BR
W2811384344,10.1007/s13199-018-0567-y,2018,Luiz Felipe Benites,A5083109499,MASCULINO,True,BR
W2936781355,10.1016/j.rsma.2019.100625,2019,Pablo Muñiz,A5062651616,MASCULINO,False,UY
W2951798902,10.1016/j.aquabot.2019.06.003,2019,Manuel Vivanco‐Bercovich,A5074944464,MASCULINO,True,BR
W2947593770,10.3389/fmars.2019.00269,2019,João Paes Vieira,A5007738383,MASCULINO,True,BR
W4385434490,10.1590/0037-8682-0144-2023,2023,Vidal Haddad,A5040891868,MASCULINO,True,BR
W3183690991,10.1007/s10228-021-00832-3,2021,Samara Macedo Pinto,A5043791599,FEMININO,True,BR
W3197148306,10.55712/ijsri.v4i1.21,2020,Ahmed Adham Abdulla,A5060292590,MASCULINO,True,BR
W3173350715,10.1016/j.ocecoaman.2021.105782,2021,Diana Freitas,A5017973840,FEMININO,True,BR
W3009724140,10.1017/s0025315420000132,2020,Liliane Ferreira Lodi,A5035911427,FEMININO,False,
W3209337678,10.1590/2236-8906-107/2019,2021,Karina Tiussi Batisti Knupp,A5037830870,FEMININO,True,BR
W4396518344,10.1111/jbi.14856,2024,Umberto Diego Rodrigues de Oliveira,A5066996439,MASCULINO,True,BR
W4398243287,10.1016/j.marenvres.2024.106563,2024,Felipe Ferreira Campos,A5047585002,MASCULINO,True,BR
W3099535209,10.1590/2175-7860202071109,2020,Renato Xavier Araújo Prudêncio,A5048738349,MASCULINO,True,BR
W4323046075,10.1080/09670262.2023.2169768,2023,Valter Loureiro de Araújo,A5003637879,MASCULINO,True,BR
W3091547780,10.1590/0102-33062020abb0072,2020,Giulia Burle Costa,A5049938833,FEMININO,True,BR
W4398763866,10.5751/es-14936-290212,2024,Valentina Fortunato,A5040117932,FEMININO,True,BR
W2796462547,10.20502/rbg.v19i2.1277,2018,Paula Carvalho Motta,A5081569954,FEMININO,True,BR
W2790519431,10.3390/d10040120,2018,Justin C. Bagley,A5052721723,MASCULINO,True,BR;US
W4235722567,10.5327/z217694781027,2022,Giovanna Carla Barreto,A5008789605,FEMININO,True,BR
W4392052962,10.1007/s41208-024-00689-z,2024,Leandro Ferreira dos Santos,A5077423951,MASCULINO,True,BR
W4206011742,10.5380/rf.v52i1.69209,2022,Kívia Soares de Oliveira,A5042269884,FEMININO,True,BR
W2843460317,10.1007/s12665-018-7711-0,2018,Cacinele Mariana da Rocha,A5077779586,INDEFINIDO,True,BR
W4283574024,10.3390/jof8070669,2022,Anelise Maria Costa Vasconcelos Alves,A5029833161,FEMININO,True,BR;PT
W4407238271,10.1002/lob.10692,2025,Tommaso Giarrizzo,A5004995990,MASCULINO,True,BR
