work_id,doi,ano,primeiro_autor,author_id,genero_primeiro_autor,primeiro_autor_no_brasil,paises_primeiro_autor
W3001749859,10.1590/0102-7786344072,2019,Anderson J. Da Silva Magalhães,A5113170904,MASCULINO,True,BR
W3173730472,10.1007/s12526-021-01198-5,2021,Arthur Anker,A5075005899,MASCULINO,True,BR
W7155207976,10.3389/fphar.2026.1763267,2026,Geane Gabriele de Oliveira Souza,A5094305608,FEMININO,True,BR
W2884687944,10.13102/sociobiology.v65i2.2044,2018,Marcos Augusto Ferraz Carneiro,A5012324454,MASCULINO,True,BR
W3159588375,10.1097/md.0000000000025695,2021,Thamirys Cosmo Grillo Fajardo,A5070347636,FEMININO,True,BR
W4404044433,10.1590/1414-431x2024e14301,2024,P.H.A. Klauss,A5114517621,INDEFINIDO,True,BR
W4399425088,10.1590/1677-941x-abb-2023-0081,2024,Patrícia Lopes Leal,A5022127168,FEMININO,True,BR
W4414511250,10.3390/min15101016,2025,Elbert Muller Nigri,A5042492369,MASCULINO,True,BR
W7161715631,10.1098/rsos.260251,2026,Cristina Castro Ayala,A5136485223,FEMININO,False,US
W4380879581,10.53660/617.prw1715,2023,Germano de Oliveira Mattosinho,A5071645402,MASCULINO,True,BR
W4386086607,10.11646/phytotaxa.609.3.2,2023,Eduardo Ruíz-Sánchez,A5056916562,MASCULINO,True,AR;BR;MX
W4408986783,10.3391/bir.2025.14.1.17,2025,Gabriel Stefanelli-Silva,A5086476307,MASCULINO,False,
W7133535696,10.1109/access.2026.3670657,2026,João Reginaldo De Souza Júnior,A5124183789,MASCULINO,False,
W4407731032,10.1007/s10646-025-02856-1,2025,Cindy Tavares Barreto,A5031304536,FEMININO,True,BR;US
W7203475097,10.1007/s10452-026-10343-w,2026,Marcela Aparecida de Barros,A5114799742,FEMININO,True,BR
W4404083355,10.1111/1365-2656.14217,2024,Rafael C. Duarte,A5063205051,MASCULINO,True,BR
W4293202235,10.32406/v5n1/2022/77-88/agrariacad,2022,Raimunda Thyciana Vasconcelos Fernandes,A5038595227,FEMININO,False,
W4414419226,10.1016/j.jafr.2025.102370,2025,Javier Portuguez-Acuña,A5093429304,MASCULINO,False,
W7168381211,10.17645/oas.12838,2026,Chris Cvitanovic,A5140899618,INDEFINIDO,False,AU
W4360597412,10.51924/revthesis.2021.v6.293,2022,Marina Guerra Diógenes,A5070606931,FEMININO,True,BR
W7116845441,10.3390/insects17010019,2025,Melissa Marzolo Bown,A5121036165,FEMININO,False,CL
W4395445780,10.1007/s00429-024-02789-1,2024,Kamilla Avelino‐de‐Souza,A5008356054,FEMININO,True,BR
W7213545834,10.36922/eer026320036,2026,Christine Gaylarde,A5138389736,FEMININO,False,US
W4412911589,10.1007/s00024-025-03778-z,2025,Heba M. El-Kosery,A5021421049,INDEFINIDO,False,EG;IT
W4414014862,10.1590/0001-3765202520240676,2025,Igor Musauer Kessous,A5055019373,MASCULINO,True,BR
W4385309190,10.1007/s10452-023-10049-3,2023,Thayanne Medeiros Aguiar,A5021182551,FEMININO,True,BR
W4294898165,10.14210/bjast.v26n1.17064,2022,Adriana Dalastra,A5048384122,FEMININO,True,BR
W4415697155,10.1111/1365-2478.70097,2025,Felipe V. Capuzzo,A5022312196,MASCULINO,True,BR
W7135094054,10.1016/j.marpolbul.2026.119515,2026,Mariana Vitorino de Carvalho,A5128816388,FEMININO,True,BR
W4311347328,10.5194/amt-15-7171-2022,2022,Hyungwon John Park,A5045687502,INDEFINIDO,False,US
W3000432930,10.2516/ogst/2019066,2020,Ana Carolina Silva Mota,A5052041626,FEMININO,True,BR
W7203928761,10.1590/1677-941x-abb-2025-0182,2026,André Hoffmann,A5001663701,MASCULINO,True,BR
W4285451952,10.22564/rbgf.v39i3.2096,2021,Alexandre de Oliveira Chaves,A5034956614,MASCULINO,True,BR
W4388052153,10.1017/s0025315423000711,2023,Anna Carolina Camargos Coelho e Araújo,A5011687103,FEMININO,True,BR
W7202295601,10.1016/j.scitotenv.2026.182179,2026,Lucas Niehuns Antunes,A5025560435,MASCULINO,True,BR
W4417166597,10.12662/1809-5771ri.129.5215.p28-30.2025,2025,Letícia Keroly Bezerra Alexandrino,A5133334224,FEMININO,True,BR
W7141026689,10.71573/qkbb2s88,2026,Laís Brilhante da Cunha,A5130814752,FEMININO,True,BR
W3047063304,10.46752/anphlac.28.2020.3842,2020,Igor Lemos Moreira,A5063282482,MASCULINO,True,BR
W4281712379,10.3389/feart.2022.864381,2022,Iris Arndt,A5058942474,FEMININO,False,DE
W4320498448,10.1016/j.envpol.2023.121276,2023,Mariana F. Martins,A5075937745,FEMININO,True,BR
W4281657411,10.34024/revbea.2022.v17.12708,2022,Naara Ferraz dos Santos,A5006334050,FEMININO,True,BR
W2956117309,10.19180/2177-4560.v13n12019p131-152,2019,Luca Lämmle,A5008360505,MASCULINO,True,BR;ES
W4322012870,10.53022/oarjst.2023.7.1.0014,2023,Carlos Henrique Marchiori,A5023201531,MASCULINO,True,BR
W2804493175,10.1080/01916122.2018.1463573,2018,Alex da Silva de Freitas,A5001902290,MASCULINO,True,BR;ES
W4389517067,10.20502/rbgeomorfologia.v24i4.2416,2023,Ruan Vargas,A5026170508,MASCULINO,True,BR
W2916589810,10.11646/zootaxa.4559.2.12,2019,Sidnei Bortoluzzi,A5073492904,MASCULINO,True,BR
W4393170522,10.36783/18069657rbcs20230028,2024,Daniela Nicole Ferreira,A5101487582,FEMININO,True,BR
W2901731421,10.21577/1984-6835.20180094,2018,Tainá Turial da Silva,A5103827056,FEMININO,True,BR
W4406346235,10.46690/ager.2025.02.01,2024,Shuangbiao Han,A5103001253,INDEFINIDO,False,CN
W4391844178,10.54751/revistafoco.v17n2-062,2024,Felipe Moura Oliveira,A5017902033,MASCULINO,True,BR
W4280605387,10.1080/17445302.2022.2075647,2022,Marcelo Anunciação Jaculli,A5044601822,MASCULINO,True,BR
W3000148902,10.15628/holos.2019.8290,2019,Maurí­cio Lamano Ferreira,A5028112377,MASCULINO,True,BR
W7126378787,10.3390/d18020088,2026,Oscar David Albito Balcázar,A5092623630,MASCULINO,True,BR
W4388103550,10.1590/2175-7860202374058,2023,Mayara Dias Caldas,sem-id:W4388103550:0,FEMININO,True,BR
W7171536884,10.1002/iroh.70042,2026,Mateus Marques Pires,A5051741723,MASCULINO,True,BR
W4415097002,10.1007/s11270-025-08715-3,2025,Rayane Sorrentino,A5009135862,FEMININO,True,BR
W4312217243,10.21680/2447-3359.2022v8n2id28987,2022,Cláudia Csekö Nolasco de Carvalho,A5040979697,FEMININO,True,BR
W4400988377,10.51349/veg.2024.2.08,2024,Carla Garcia‐Lozano,A5086288629,FEMININO,False,ES
W4200551366,10.1016/j.lana.2021.100119,2021,Paul Mee,A5067467256,MASCULINO,False,GB
W7128798142,10.1016/j.jsames.2026.105993,2026,Thamara Welle Rodrigues Barbosa Van,A5017564003,FEMININO,False,
W4411696083,10.11606/issn.1984-5154.v24p1-8,2024,Helena Gurjão Pinheiro do Val,A5092665583,FEMININO,True,BR
W4415142441,10.1007/s41208-025-00943-y,2025,André Mota Alves,A5020172210,MASCULINO,True,BR
W4408945373,10.1016/j.vprsr.2025.101252,2025,Isabella Neves Aires,A5078899915,FEMININO,True,BR
W7134183442,10.1111/mms.70156,2026,Jonathas Barreto,A5025281596,MASCULINO,True,BR
W7204792473,10.5281/zenodo.22209380,2026,Zen Revista,A5120933120,MASCULINO,True,BR
W4319785687,10.1002/dep2.223,2023,A.J.C. Magalhães,A5064900393,INDEFINIDO,True,BR;CN;PT
W3000131888,10.18561/2179-5746/biotaamazonia.v9n4p16-19,2020,Francisco Alex Lima Barros,A5032803755,MASCULINO,True,BR
W4292162153,10.26848/rbgf.v15.4.p1994-2024,2022,Tatiana Rampini Veiga,A5011725200,FEMININO,True,BR
W4384525569,10.1080/07924259.2023.2236059,2023,Felipe Bezerra Ribeiro,A5029992035,MASCULINO,True,BR
W7154746383,10.1590/1809-4422asoc01561vu29l1oa,2026,Adonias Paulo da Silva,A5133869251,MASCULINO,True,BR
W4366294538,10.53588/alpa.310106,2023,Rodolfo Gustavo Bongiovanni,A5051315273,MASCULINO,False,AR
W4396706263,10.5102/rdi.v20i3.9260,2024,Carina Costa de Oliveira,A5035507168,FEMININO,True,BR;ID
W4405168953,10.1111/gbi.70008,2024,Livia Teixeira,A5102541855,FEMININO,True,BR;FR
W4392559551,10.1016/j.rsma.2024.103460,2024,Matheus Pires Miranda,A5055660982,MASCULINO,True,BR
W3185546474,10.1590/0001-3765202120191468,2021,Isabela Vinhal Franco De Godoy,A5018563516,FEMININO,True,BR
W7204764369,10.5281/zenodo.22209379,2026,Zen Revista,A5120933120,MASCULINO,True,BR
W4402186295,10.33448/rsd-v13i8.46592,2024,J Ferreira,A5081306134,INDEFINIDO,True,BR
W4389399702,10.5902/2179460x75152,2023,Larissa Macedo Aguiar Irala,A5093433466,FEMININO,True,BR
W4408354732,10.1007/s12520-024-02158-3,2025,Daniel Loponte,A5074134120,MASCULINO,False,
W3040943066,10.1016/j.ecoenv.2020.110937,2020,Layne do Amaral Vilas Boas,A5026026392,FEMININO,True,BR
W7168367232,10.11646/phytotaxa.767.1.2,2026,Elton M. C. Leme,A5078815938,MASCULINO,True,BR
W3136800279,10.1590/0001-3765202120200392,2021,Bianca Tacoronte Gomes,A5028536485,FEMININO,True,BR
W2996708468,10.26848/rbgf.v12.6.p2302-2312,2019,Eugênia C. Pereira,A5086233929,FEMININO,True,BR
W3104485726,10.1177/1178622120971251,2020,Daniela Oliveira Silva Muraja,A5077139118,FEMININO,True,BR
W4318823224,10.31533/pubvet.v17n01a1329,2023,Simone de Souza,A5101662161,FEMININO,True,BR
W4406693259,10.1093/fshmag/vuae011,2025,Ricardo de Souza Rosa,A5030960504,MASCULINO,True,BR
W3115218100,10.33448/rsd-v9i12.10985,2020,Gabriela Maia de Azevedo,A5069262359,FEMININO,True,BR
W4414070847,10.4236/epe.2025.179016,2025,Lauron Arend,A5047280675,INDEFINIDO,True,BR
W7168255495,10.1016/j.rsma.2026.105255,2026,Marcelo Antonio Amaro Pinheiro,A5140612825,MASCULINO,True,BR
W4407902287,10.1186/s13071-025-06705-2,2025,Maureen A. Kelly,A5021894924,FEMININO,False,US
W4409508462,10.3390/ijms26083751,2025,Gabriel Marques de Barros,A5029380134,MASCULINO,True,BR
W2784279913,10.1016/j.meegid.2018.01.008,2018,Laís Calissi Brisolla Tavares,A5077788103,FEMININO,True,BR
W4298112129,10.1016/j.jsames.2022.104035,2022,Laura Estefanía Garzón Rojas,A5032114271,FEMININO,True,BR
W7141745220,10.1111/jbi.70205,2026,Karoline Azevedo,A5019766735,FEMININO,True,BR
W4394927294,10.1002/dep2.283,2024,Victoria Valdez Buso,A5063740694,FEMININO,True,BR
W3004657230,10.11137/2019_3_609_623,2019,L. D. C. GONZALEZ,A5110665046,INDEFINIDO,True,BR;ES
W4393853068,10.55905/revconv.17n.4-004,2024,Sâmara Christina Souza Nogueira,A5092732840,FEMININO,False,
W4402505302,10.1007/s11356-024-34864-9,2024,Carlos Alberto Dutra Fraga Filho,A5073847563,MASCULINO,True,BR
W4404612905,10.1590/0001-3765202420240581,2024,Daniela Schmitz,A5089247581,FEMININO,True,BR
W7160507082,10.1007/s10592-026-01790-x,2026,Facundo Robino,A5078963993,MASCULINO,False,AR
W4391127346,10.11646/phytotaxa.635.2.4,2024,EULER DA LUZ FERNANDES MENEZES,A5016907733,MASCULINO,True,BR
W4206147896,10.5958/0976-4615.2021.00033.8,2021,Archana,A5101933373,INDEFINIDO,True,BR
W4410788831,10.1002/xrs.3490,2025,Nicola Lima,A5059655209,MASCULINO,True,BR
W3175583801,10.33360/10.33360/rgn.2318-2695.2021.i1.p.27-43,2020,Ícaro de Paiva Oliveira,A5060642613,MASCULINO,True,BR
W4401522271,10.1590/2675-2824072.22121,2024,Elaine Cristina Araújo,A5078369163,FEMININO,True,BR
W2894337098,10.1590/2317-6369000016317,2018,Nancy Ramacciotti de Oliveira-Monteiro,A5033139932,FEMININO,True,BR
W4296211379,10.11646/phytotaxa.564.2.2,2022,Claudenice Hilda Dalastra,A5006601504,FEMININO,True,BR
W7157839049,10.5281/zenodo.19886429,2026,Caroline Hartmann,A5075064837,FEMININO,True,BR
W4281710061,10.14393/rcg238759191,2022,Francisco Jablinski Castelhano,A5065704627,MASCULINO,True,BR
W3126874599,10.5194/essd-13-231-2021,2021,Guisella Gacitúa,A5076368329,INDEFINIDO,False,CL
W3002883264,10.31285/agro.23.91,2019,Juan Pablo Burla Lemos,A5003133760,MASCULINO,False,UY
W4392393656,10.18361/2176-8366/rara.v15n1p97-115,2024,Lygia Bellintani,A5094053587,FEMININO,True,BR;MN
W7155522495,10.1007/s13744-026-01398-3,2026,Paulino Ribeiro,A5050182341,MASCULINO,True,BR;US
W4213105155,10.1017/jpa.2021.120,2022,Victor C.S. Badaró,A5023346801,MASCULINO,True,BR
W4411492223,10.1128/jvi.00164-25,2025,Yu-Hua Qi,A5102565322,INDEFINIDO,False,CN
W4394928790,10.1007/s10113-024-02225-4,2024,Marcelo Cancela Lisboa Cohen,A5062374926,MASCULINO,True,BR;US
W4410104414,10.1007/s10499-025-02017-5,2025,Sérgio Leandro Araújo-Silva,A5060009026,MASCULINO,True,BR
W4327956055,10.3390/batteries9030178,2023,João Pedro Moreira Ferreira,A5101959553,MASCULINO,False,PT
W7164891166,10.1177/17442591261455637,2026,Jéssica Deise Bersch,A5029496559,FEMININO,False,PT
W7203630328,10.5194/nhess-26-3839-2026,2026,Thiago Cavalcante Lins Silva,A5012167563,MASCULINO,True,BR
W7157900927,10.5281/zenodo.19886428,2026,Caroline Hartmann,A5075064837,FEMININO,True,BR
W3177224439,10.1002/cjce.24240,2021,Ítalo Waldimiro Lima de França,A5050840852,MASCULINO,True,BR
W4413038665,10.1016/j.apacoust.2025.110986,2025,Andrey Ricardo da Silva,A5042957128,MASCULINO,False,
W4398758276,10.1590/2675-2824072.23093,2024,David M. Luersen,A5000135751,MASCULINO,True,BR
W4394988486,10.1016/j.scitotenv.2024.172629,2024,Jacques Florêncio,A5012716900,MASCULINO,True,BR
W4417121363,10.1590/s0102-8529.20244603e20240003,2025,Thayná Fernandes Alves Ribeiro,A5120722937,FEMININO,True,BR
W3179168865,10.3856/vol49-issue3-fulltext-2656,2021,Guilherme Rodrigo Frei,A5073338248,MASCULINO,True,BR
W2799346494,10.11646/zootaxa.4415.1.4,2018,Cléo Dilnei de Castro Oliveira,A5017234645,INDEFINIDO,True,BR
W4409714334,10.26848/rbgf.v18.4.p2596-2620,2025,Karina Retzlaff Camargo,A5067857347,FEMININO,False,
W2886677921,10.15361/1984-5529.2018v46n3p283-292,2018,Leonardo Fernandes Leite,A5074686025,MASCULINO,True,BR
W7143395297,10.55592/cilamce2025.v5i.14312,2026,João Fernandes,A5130923072,MASCULINO,True,BR
W7126455647,10.1007/s40722-025-00464-z,2026,Diego F. Bernal-Camacho,A5045533185,MASCULINO,False,MX;NL
W4220756416,10.1590/2175-7860202273000,2022,Valquíria Ferreira Dutra,A5068394247,FEMININO,True,BR
W4405104914,10.1386/jdsp_00130_1,2024,Ciane Fernandes,A5090190792,FEMININO,True,BR
W4210550262,10.4238/gmr19000,2021,H.M.M. Teixeira,A5076448739,INDEFINIDO,True,BR
W7128298232,10.1016/j.jcz.2026.02.006,2026,Sabrina N. Portelli,A5017133745,FEMININO,False,AR
W7116715293,10.1016/j.geodrs.2025.e01046,2025,Gizachew Ayalew Tiruneh,A5030629806,INDEFINIDO,True,BR;ET
W4401616618,10.37002/biodiversidadebrasileira.v14i3.2539,2024,Lucas Penna Soares Santos,A5039834348,MASCULINO,True,BR
W4405637582,10.2112/jcr-si113-032.1,2024,Angelita Fialho Silveira,A5086986213,FEMININO,True,BR;PT
W4200487310,10.32360/acmar.v54i2.70469,2021,Flavio de Almeida Alves-Júnior,A5023631595,MASCULINO,True,BR
W7167890638,10.1590/1519-6984.305565,2026,Fernanda de Oliveira Lana,A5049153998,FEMININO,False,
W2810591124,10.7773/cm.v44i2.2744,2018,Rafael Cervantes‐Duarte,A5008787451,MASCULINO,False,CY
W7164385015,10.1093/icb/icag083,2026,Jennifer Jelincic,A5138137913,FEMININO,False,US
W4417436622,10.1016/j.marenvres.2025.107802,2025,Francisco J. Paredes-Molina,A5083735894,MASCULINO,False,CL
W4407863308,10.14393/bgj-v14n1-a2023-69069,2023,Júlio César Zandonadi,A5116390791,MASCULINO,True,BR
W4399615955,10.1016/j.geoen.2024.213032,2024,Nayara Ferreira,A5014514952,FEMININO,True,BR;CA;US
W4403786693,10.11137/1982-3908_2024_47_59603,2024,Bruno de Araújo Gomes,A5112595505,MASCULINO,True,BR
W4206717569,10.53455/re.v3i.62,2022,Manuela Luiza de Andrade Camisão,A5050105573,FEMININO,True,BR
W7167612556,10.1111/fwb.70272,2026,Natália Ferreira,A5101834738,FEMININO,True,BR
W3110255772,10.3390/su122310030,2020,Verônica Bernardes de Souza Léo,A5023314642,FEMININO,True,BR
W7117155346,10.11646/phytotaxa.736.1.5,2025,Adriano da Silva de Cicco Maruyama,A5122551802,MASCULINO,True,BR
W7130547068,10.1002/agj2.70304,2026,Larissa M. K. Britz,A5051369617,FEMININO,True,BR
W3015872184,10.1645/19-99,2020,Rafaela N.R. Cardoso,A5040227749,FEMININO,False,
W7212778223,10.1590/0001-3765202620250611,2026,LUCAS M. POEIRAS,A5151624736,MASCULINO,True,BR
W4385840162,10.1007/s00704-023-04579-x,2023,Jone Lucas Medja Ussalu,A5007447552,MASCULINO,False,MZ
W4220946380,10.11646/zootaxa.5124.2.7,2022,Cristian Camilo Mendoza Penagos,A5061263137,MASCULINO,True,BR
W4387811660,10.1590/1982-0224-2023-0077,2023,Laícia Carneiro-Leite,A5090992635,FEMININO,True,BR
W7161405928,10.1111/bre.70107,2026,Gustavo Zvirtes,A5072688221,MASCULINO,False,GB
W4400786410,10.1016/j.physbeh.2024.114642,2024,Laurival Antonio De Luca Junior,A5049917550,MASCULINO,True,BR
W2790551817,10.2174/1874836801812010065,2018,Virgínia Barbosa,A5079624310,FEMININO,True,BR
W4308912577,10.22533/at.ed.5582352201116,2022,Valéria Carneiro de Mendonça,A5002073875,FEMININO,True,BR
W4200056768,10.5212/terraplural.v.15.2119466.031,2021,"Instituto Federal do Paraná, IFP, Campus Jaguariaíva, Jaguariaíva, PR",sem-id:W4200056768:0,INDEFINIDO,True,BR
W3164580869,10.13102/semic.v0i23.6428,2021,Luiza Burgos de Souza Leite,A5069554163,FEMININO,True,BR
W2900474800,10.18378/rvads.v13i3.5740,2018,Ailton Francisco dos Santos,A5071958311,MASCULINO,True,BR
W4388909104,10.24189/ncr.2023.031,2023,Paula Djanira Fernandes Coutinho,A5088034264,FEMININO,True,BR
W7128405243,10.1093/femsmc/xtag008,2026,Júlio Cezar Fornazier Moreira,A5090979498,MASCULINO,True,BR
W7135036074,10.1111/maec.70083,2026,Erika Catugy,A5128826193,FEMININO,True,BR
W4206001668,10.1007/s10341-021-00628-9,2022,Jenilton Gomes da Cunha,A5060054148,MASCULINO,True,BR
W2914505034,10.31669/herodoto.v3n2.13,2019,Marcio Teixeira Bastos,A5026072793,MASCULINO,True,BR
W3004507467,10.1016/j.rsma.2020.101145,2020,Giuliana Seraphim de Araújo,A5001086187,FEMININO,True,BR
W7128482151,10.1016/j.ijgfs.2026.101438,2026,Fernanda Nascimento Da Silva,A5083957886,FEMININO,True,BR
W4414807717,10.1016/j.jdmm.2025.101054,2025,Gui Lohmann,A5020364271,MASCULINO,True,AU;BR
W7153900391,10.1093/jmammal/gyag020,2026,Isabelle C V Borges,A5133458996,FEMININO,True,BR
W4389028878,10.1007/s10661-023-12029-4,2023,Fabiane Recktenwalt,A5092876950,FEMININO,True,BR
W3157978283,10.11646/zootaxa.4965.3.7,2021,Vinicius C. Espíndola,A5045910899,MASCULINO,False,US
W7202209212,10.1007/s10457-026-01629-x,2026,Cyndi dos Santos Ferreira,A5070431689,FEMININO,True,BR
W4415715689,10.11646/zootaxa.5716.3.2,2025,ANTÔNIA RIBEIRO,sem-id:W4415715689:0,FEMININO,True,BR
W4319996061,10.1111/avsc.12705,2023,Milan Chytrý,A5055618719,INDEFINIDO,False,CZ
W2810690380,10.22238/rc24482692201816015974,2018,Dayanne Vieira de Oliveira,A5091110037,FEMININO,True,BR
W4367726123,10.55028/don.v11i2.15251,2022,Maione Rocha de Castro Cardoso,A5004921771,INDEFINIDO,True,BR
W4413125798,10.1109/lgrs.2025.3596852,2025,Camilla Caricchio,A5114848899,FEMININO,True,BR
W4406099305,10.1093/zoolinnean/zlae147,2024,Mariana Alejandra Cherman,A5038399141,FEMININO,True,BR
W4399992756,10.1016/j.biochi.2024.06.010,2024,Júlia Teixeira Rodrigues,A5104668123,FEMININO,True,BR
W3011167860,10.28920/dhm50.1.2-8,2020,Thijs T. Wingelaar,A5008141781,INDEFINIDO,False,GB;NL
W4387409554,10.1016/j.rsma.2023.103232,2023,Elisa Nóbrega Passos,A5007215610,FEMININO,True,BR
W4386472119,10.22201/iingen.0718378xe.2023.16.2.83407,2023,Hullysses Sabino,A5062182546,INDEFINIDO,True,BR;ES
W3009409412,10.21680/2447-3359.2019v5n2id18737,2019,Bruno Georgevich Ferreira,A5052448946,MASCULINO,True,BR
W7166743478,10.1007/s00334-026-01123-5,2026,Lautaro Maximiliam Hilbert,A5019173763,MASCULINO,True,BR
W3016056669,10.1016/j.aquatox.2020.105475,2020,Raquel A. F. Neves,A5054599497,FEMININO,True,BR;PT
W4299555687,10.5281/zenodo.2644936,2018,Julia Schmale,A5053944373,FEMININO,False,CH
W4403439940,10.1007/s40430-024-05214-0,2024,Pedro Henrique L. Peres,sem-id:W4403439940:0,MASCULINO,True,BR
W4404380215,10.1007/s12041-024-01485-7,2024,Dora de Moura Barbosa Leite,A5082908263,FEMININO,True,BR
W2976085559,10.5935/1806-6690.20190070,2019,Lorena Alves Leite,A5002647859,FEMININO,True,BR
W3202422661,10.1007/s00300-021-02944-y,2021,Jair Putzke,A5055817970,MASCULINO,True,BR
W4417056442,10.1080/13235818.2025.2592648,2025,Hugo Henrique Lanzi Saulino,A5061075106,MASCULINO,True,BR
W7208821783,10.1007/s11270-026-09882-7,2026,Maria Theresa Xavier dos Santos,A5102579250,FEMININO,True,BR
W3115133359,10.21664/2238-8869.2020v9i2.p250-264,2020,Reynaldo Amorim Marinho,A5028947153,MASCULINO,True,BR
W4322738266,10.14393/rcg249162194,2023,Gabriel Paternostro Lisboa,A5087922770,MASCULINO,True,BR
W3186195446,10.1007/s12549-020-00477-6,2021,Thaís Silvana de Carvalho,A5052126892,FEMININO,True,BR
W4378212745,10.5091/plecevo.98904,2023,Dayvid Rodrigues Couto,A5020860016,MASCULINO,True,BR
W4417341450,10.11646/phytotaxa.734.1.7,2025,Ana Carla da Silva Oliveira,A5061822606,FEMININO,True,BR
W4307981498,10.1007/s11869-022-01275-z,2022,Elizanne P. S. Justo,A5053458290,INDEFINIDO,True,BR
W2922740655,10.26848/rbgf.v12.1.p170-186,2019,Rayane de Oliveira Silva,A5041157095,FEMININO,False,
W4392171885,10.1590/1519-6984.276197,2024,Carlos Eduardo Mounic‐Silva,A5039501087,MASCULINO,True,BR
W3198070873,10.1080/14772000.2021.1965669,2021,Karina Lucas Silva‐Brandão,A5072557581,FEMININO,True,BR
W3157852630,,2020,Niklas Werner Weins,A5006347386,MASCULINO,True,BR
W2800356728,10.57065/shilap.831,2018,A. C. V. Pires,A5021657954,INDEFINIDO,True,BR
W4311365215,10.5091/plecevo.95130,2022,Fabrício Moreira Ferreira,A5021115513,MASCULINO,True,BR
W4323049340,10.4194/trjfas20982,2023,Kenneth Gabriel Mota,A5063078311,MASCULINO,True,BR
W4401911976,10.37002/biodiversidadebrasileira.v12i4.2056,2022,Jonata De Arruda Francisco,A5064882912,MASCULINO,False,
W2972876363,10.1007/s11356-019-06376-4,2019,Tito César Marques de Almeida,A5008362845,MASCULINO,True,BR
W4318617859,10.1007/s12526-022-01327-8,2023,Celine S. S. Lopes,A5025161275,FEMININO,True,BR
W4413395967,10.3390/microorganisms13081957,2025,Carolina Henriquez Valenzuela,A5003995337,FEMININO,True,BR
W2940658799,10.9734/jgeesi/2019/v20i430113,2019,Fabio Marques Aprile,A5029768157,MASCULINO,True,BR
W3199925094,10.1177/14644207211043870,2021,Lais Amaral Alves,A5043168504,FEMININO,True,BR
W4415756704,10.1016/j.jmarsys.2025.104152,2025,Denise Fabiana de Moraes Costa Schwamborn,A5036041331,FEMININO,True,BR
W7160578203,,2022,Fernanda Fragoso,A5023379368,FEMININO,False,
W2885667374,10.2112/si85-025.1,2018,Marcelo Rollnic,A5014288811,MASCULINO,True,BR
W4318480393,10.26848/rbgf.v16.1.p194-209,2023,Luana Holanda Vanderlei,A5024814442,FEMININO,True,BR
W3157949350,10.26848/rbgf.v14.2.p1194-1205,2021,Ricardo Antonio Mollmann,A5000226470,MASCULINO,True,BR
W4412979748,10.1016/j.spc.2025.08.001,2025,Florence Rezende Leite,A5004763021,FEMININO,True,BR
W4396777596,10.11646/zootaxa.5448.1.5,2024,Alex Leite Quadros,A5016090543,MASCULINO,True,BR
W7161584618,10.5194/os-22-1545-2026,2026,Fabius Kouogang,A5106873719,MASCULINO,True,BR;FR;MA
W4313355506,10.1016/j.jsames.2022.104189,2022,Anna Andressa Evangelista Nogueira,A5055316495,FEMININO,True,BR
W4413152591,10.2458/jpe.6119,2025,Shelly Annette Biesel,A5119608340,FEMININO,False,US
W3043369540,10.5016/geociencias.v39i2.14402,2020,Leonardo Gonçalves de Lima,A5004358685,MASCULINO,True,BR
W7130819060,10.3391/bir.2026.15.1.14,2026,José Muniz,A5126559190,MASCULINO,True,BR
W7125932243,10.1017/s002531542610109x,2026,Thuareag Monteiro Trindade dos Santos,A5089297870,INDEFINIDO,True,BR
W4281640137,10.1111/jfb.15117,2022,Lorene Soares Agostinho,A5047764656,FEMININO,True,BR
W4407896008,10.11646/zootaxa.5590.4.5,2025,L. Franco,A5029568872,INDEFINIDO,True,BR
W7134040306,10.1590/1982-0224-2025-0113,2026,César Santificetur,A5070884223,MASCULINO,False,
W2977344081,10.18764/2358-4319.v12n3p200-222,2019,Márcio Giusti Trevisol,A5033157272,MASCULINO,True,BR
W7168898131,10.1016/j.jasrep.2026.105934,2026,Antonietta Del Bove,A5035976841,FEMININO,False,ES;IT
W7164379542,10.3390/hydrology13060152,2026,Ana Hilza Barros Queiroz,A5090516388,FEMININO,True,BR
W4408748207,10.1016/j.marpolbul.2025.117858,2025,Hytalo de Souza Rosa,sem-id:W4408748207:0,MASCULINO,True,BR
W4399076810,10.5957/jspd.09230023,2024,Fábio Gouveia Telles de Menezes,A5056237123,MASCULINO,True,BR
W4390890748,10.1590/0001-3765202320220158,2023,JOÃO G. ILHA,A5093394294,MASCULINO,True,BR
W4384406782,10.1111/zsc.12622,2023,Karla D. A. Soares,A5034786153,FEMININO,True,BR
W7117448445,10.1016/j.marpolbul.2025.119121,2025,Isabela Figueiredo Fraga,A5092765729,FEMININO,True,BR
W4381737328,10.1590/2358-2936e2023015,2023,DANIEL JOSÉ MARCONDES LIMA,A5083685798,MASCULINO,True,BR
W4414537283,10.1007/s10661-026-15341-x,2026,Eduardo Vianna de Almeida,A5082858710,MASCULINO,True,BR
W4389222570,10.1590/0001-37652023202201,2023,JOÃO G. ILHA,A5093394294,MASCULINO,True,BR;CL;US
W4310664805,10.1109/jsen.2022.3213780,2022,Igor Pardo Maurell,A5086868655,MASCULINO,True,BR
W4390347376,10.24857/rgsa.v18n3-046,2023,Breno Nascimento Faria,A5103237791,MASCULINO,True,BR
W3043197695,10.1016/j.apor.2020.102291,2020,Daniel Prata Vieira,A5068462839,MASCULINO,True,BR
