author_id,nome,primeiro_nome,genero,proporcao,prop_feminina_ibge,freq_ibge,motivo,paises,obras
A5010249770,M. E. Cano,,INDEFINIDO,,,0,nome abreviado,MX,1
A5084527818,Raphael Di Carlo Silva dos Santos,RAPHAEL,MASCULINO,0.9943,0.0057,32882,IBGE,BR,2
A5101613989,João Carlos Ribeiro Cruz,JOAO,MASCULINO,0.9959,0.0041,2984119,IBGE,BR,1
A5031403000,Joana Stelzer,JOANA,FEMININO,0.9957,0.9957,269732,IBGE,BR,1
A5033608407,Everton das Neves Gonçalves,EVERTON,MASCULINO,0.9942,0.0058,148127,IBGE,BR,1
A5055304837,Keite Wieira,KEITE,FEMININO,0.9798,0.9798,3764,IBGE,BR,1
A5112899729,Monique Souza,MONIQUE,FEMININO,0.9953,0.9953,67793,IBGE,BR,1
A5019355842,Luan Filipe Souza Pereira,LUAN,MASCULINO,0.9873,0.0127,177045,IBGE,BR,1
A5081239957,Amanda Damasceno Cristo Neves,AMANDA,FEMININO,0.9961,0.9961,466432,IBGE,BR,1
A5061724080,Maefnys Leão Alencar Fontes,MAEFNYS,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5083975380,Giulia Leão Cunha Brabo,GIULIA,FEMININO,0.9966,0.9966,18742,IBGE,BR,1
A5056519989,Rebekah Mira Lino,REBEKAH,FEMININO,1.0000,1.0000,100,IBGE,BR,1
A5073150459,Eliane Leite da Trindade,ELIANE,FEMININO,0.9976,0.9976,343168,IBGE,BR,1
A5002864189,Tiago Lima Rodrigues,TIAGO,MASCULINO,0.9938,0.0062,495211,IBGE,BR,8
A5033930831,Augusto Hugo Farias da Cunha,AUGUSTO,MASCULINO,0.9952,0.0048,105177,IBGE,BR,2
A5065209276,José Rafael Cavalcanti,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,2
A5112259701,Ellen N. S. Gomes,ELLEN,FEMININO,0.9950,0.9950,44341,IBGE,BR,1
A5076747917,Jandyr M. Travassos,JANDYR,MASCULINO,1.0000,0.0000,85,IBGE,BR,1
A5072438498,W.J. Mansur,,INDEFINIDO,,,0,nome abreviado,BR,1
A5053749565,Márcia Dieguez Leuzinger,MARCIA,FEMININO,0.9967,0.9967,553706,IBGE,BR,1
sem-id:W2995030046:1,Gabriel Leuzinger Coutinho,GABRIEL,MASCULINO,0.9896,0.0104,932449,IBGE,BR,1
A5001955640,Maria Clara Lucena Dutra de Almeida Brito,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,BR;DE,1
A5102762890,Júlio César de Aguiar,JULIO,MASCULINO,0.9947,0.0053,336030,IBGE,,1
A5054678053,J.M.P. Campos,,INDEFINIDO,,,0,nome abreviado,BR;US,1
A5113862040,Filipe Ramos Correia,FILIPE,MASCULINO,0.9907,0.0093,61732,IBGE,BR;US,1
A5086372920,Thamyres Petzold Lima,THAMYRES,FEMININO,1.0000,1.0000,2185,IBGE,BR,1
A5065607478,Ruy Melgaço Lucas de Jesus,RUY,MASCULINO,1.0000,0.0000,7284,IBGE,BR,1
A5047795904,Carlos Alberto Correa e Castro Júnior,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,BR,1
A5059984875,Pietro Martins Barbosa Noga,PIETRO,MASCULINO,0.9888,0.0112,22409,IBGE,BR,1
A5052032547,Doriedson Ferreira Gomes,DORIEDSON,MASCULINO,1.0000,0.0000,1530,IBGE,BR,1
A5070333746,Roberto Fábio Conway Baccarat,ROBERTO,MASCULINO,0.9967,0.0033,437288,IBGE,BR,1
A5064087937,Claudia Fernanda Souza,CLAUDIA,FEMININO,0.9963,0.9963,359494,IBGE,BR,1
A5082760574,Antônio Henriques de Araújo,ANTONIO,MASCULINO,0.9966,0.0034,2576348,IBGE,BR,1
A5060262834,José Glênio Medeiros de Barros,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5020134289,Nilo Antônio de Souza Sampaio,NILO,MASCULINO,0.9976,0.0024,18599,IBGE,BR,1
A5004284208,José Wilson de Jesus Silva,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,ES,1
A5003322408,Suzanny P. Carvalho,SUZANNY,FEMININO,1.0000,1.0000,187,IBGE,BR,1
A5018290002,Rocio Macarena Moyano Dip,ROCIO,INDEFINIDO,0.7714,0.7714,210,nome ambíguo no IBGE,BR,1
A5062348277,Souleymane Zio,SOULEYMANE,INDEFINIDO,,,0,nome ausente do IBGE,BF;BR,1
A5046819229,Urssula N. Guedes,URSSULA,FEMININO,1.0000,1.0000,55,IBGE,BR,1
A5072788916,Luiz Carlos Teixeira Coelho Filho,LUIZ,MASCULINO,0.9956,0.0044,1107792,IBGE,BR,1
A5008378835,Silas Pena Bittencourt,SILAS,MASCULINO,0.9861,0.0139,34591,IBGE,BR,1
A5006971907,Jorge Luís Nunes e Silva Brito,JORGE,MASCULINO,0.9970,0.0030,465949,IBGE,BR,1
A5102416140,Gustavo Araújo Lima,GUSTAVO,MASCULINO,0.9928,0.0072,541480,IBGE,BR,1
A5033925923,Daniel Trevisan Bravo,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,BR,1
A5023092149,Sidnei Alves de Araújo,SIDNEI,MASCULINO,0.9852,0.0148,85455,IBGE,BR,1
A5068738094,Leonardo da Silva Kranzfeld,LEONARDO,MASCULINO,0.9939,0.0061,547601,IBGE,BR,1
A5065075313,Jakler Nichele,JAKLER,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5041740674,Paulo Sérgio Baumbach Lemos,PAULO,MASCULINO,0.9962,0.0038,1423262,IBGE,BR,1
A5042639304,A. Brüch,,INDEFINIDO,,,0,nome abreviado,FR,1
A5091335564,Fabiano Pinheiro,FABIANO,MASCULINO,0.9916,0.0084,159150,IBGE,,1
A5056962884,Tauana Bartikoski,TAUANA,FEMININO,0.9952,0.9952,6222,IBGE,BR,1
A5049444626,Vanessa Oerle Kautzmann,VANESSA,FEMININO,0.9968,0.9968,418838,IBGE,BR,1
A5055844014,Vinícius de Kayser Ortolan,VINICIUS,MASCULINO,0.9921,0.0079,304822,IBGE,BR,1
A5051200040,Dirk Fehse,DIRK,MASCULINO,1.0000,0.0000,116,IBGE,DE,1
A5013952076,Jonas Nunes Vieira,JONAS,MASCULINO,0.9930,0.0070,165105,IBGE,BR,1
A5004707856,Helena Saraiva Koenow Pinheiro,HELENA,FEMININO,0.9973,0.9973,197591,IBGE,BR,1
A5005620708,N. R. Pereira,,INDEFINIDO,,,0,nome abreviado,BR,1
A5062010781,Daniel Costa de Carvalho,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,BR,1
A5009260407,Lithiely Melo de Lima,LITHIELY,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5090915550,José Agnelo Soares,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5043764747,Iuri Moraes Bjorkstrom,IURI,MASCULINO,0.9829,0.0171,29257,IBGE,BR,1
A5061636724,Jucimeire Rocha Macêdo,JUCIMEIRE,FEMININO,1.0000,1.0000,1014,IBGE,BR,1
A5021225535,Noêmia Maria José Maia Ramos,NOEMIA,FEMININO,0.9974,0.9974,48510,IBGE,BR,1
A5015234524,Rosilene Ilma Ribeiro de Freitas,ROSILENE,FEMININO,0.9975,0.9975,117788,IBGE,BR,1
A5112190796,Janice Muriel Fernandes Lima da Cunha,JANICE,FEMININO,0.9967,0.9967,29032,IBGE,BR,1
A5055248971,Manoel de Jesus de Souza Pinto,MANOEL,MASCULINO,0.9976,0.0024,592345,IBGE,BR,1
A5082857768,Carla Viana Dendasck,CARLA,FEMININO,0.9959,0.9959,326684,IBGE,BR,1
A5013250237,Iracely Rodrigues da Silva,IRACELY,FEMININO,1.0000,1.0000,100,IBGE,BR,1
A5023834203,Keulle Oliveira da Souza,KEULLE,FEMININO,1.0000,1.0000,46,IBGE,BR,1
A5002872424,Yomara Pinheiro Pires,YOMARA,FEMININO,1.0000,1.0000,57,IBGE,BR,1
A5013417071,Roseane do Socorro da Silva Matos Fernandes,ROSEANE,FEMININO,0.9971,0.9971,52237,IBGE,BR,1
A5007859827,O. Pedreschi,,INDEFINIDO,,,0,nome abreviado,,1
A5014107483,Cochiran Pereira dos Santos,COCHIRAN,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5035152580,Sílvio Leonardo Valença,SILVIO,MASCULINO,0.9961,0.0039,141010,IBGE,BR,1
A5006681439,Sandro Griza,SANDRO,MASCULINO,0.9945,0.0055,125411,IBGE,BR,2
A5081679354,Gabriela Oliveira Valença,GABRIELA,FEMININO,0.9926,0.9926,381650,IBGE,BR,1
A5082449470,Mostafa Aboelkheira,MOSTAFA,MASCULINO,1.0000,0.0000,26,IBGE,BR,1
A5023930678,Ivonete PG Silva,IVONETE,FEMININO,0.9971,0.9971,82114,IBGE,BR,1
A5031628312,Cíntia Maria Ribeiro Vilarinho,CINTIA,FEMININO,0.9969,0.9969,131941,IBGE,BR,1
A5031606609,Marcelo Gonzaga Muller,MARCELO,MASCULINO,0.9955,0.0045,693215,IBGE,BR,1
A5028988732,Aline Souza Cavalcante,ALINE,FEMININO,0.9963,0.9963,511737,IBGE,BR,1
A5062790934,Mariana Morales Leite Costa,MARIANA,FEMININO,0.9958,0.9958,383387,IBGE,BR,1
A5038273643,José Augusto Costa Gonçalves,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,2
A5070675620,Nilo Kim,NILO,MASCULINO,0.9976,0.0024,18599,IBGE,BR,1
A5004723705,Alessandra Winter,ALESSANDRA,FEMININO,0.9944,0.9944,243633,IBGE,BR,1
A5046996335,E. J. Bonet,,INDEFINIDO,,,0,nome abreviado,BR,1
A5007555804,Doralice Meloni Assirati,DORALICE,FEMININO,0.9968,0.9968,33216,IBGE,BR,1
A5080626136,Luiza Souza de Paula,LUIZA,FEMININO,0.9961,0.9961,220521,IBGE,BR,1
A5004812580,Lucas Rodrigues de Castro,LUCAS,MASCULINO,0.9907,0.0093,1127310,IBGE,BR,2
A5026094662,Agudo-Padrón A Ignacio,AGUDO,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5054231975,Nicholas T. Okita,NICHOLAS,MASCULINO,0.9899,0.0101,5051,IBGE,BR,1
A5013348650,Tiago A. Coimbra,TIAGO,MASCULINO,0.9938,0.0062,495211,IBGE,BR,1
A5052977558,José Ribeiro,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5046282812,Martin Tygel,MARTIN,MASCULINO,0.9910,0.0090,5759,IBGE,BR,1
A5020079666,Júlio Celso Borello Vargas,JULIO,MASCULINO,0.9947,0.0053,336030,IBGE,BR,1
A5035584714,Bárbara Brzezinski Azevedo,BARBARA,FEMININO,0.9963,0.9963,171342,IBGE,,1
A5054151950,Juliano Santos Finck,JULIANO,MASCULINO,0.9902,0.0098,115736,IBGE,BR,1
A5036925513,Yang Du,YANG,INDEFINIDO,0.6788,0.3212,523,nome ambíguo no IBGE,CN,1
A5110791961,Miaozi Zheng,MIAOZI,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5040055986,Hyo-Jae Jo,HYO,INDEFINIDO,,,0,nome ausente do IBGE,KR,1
A5091532035,Raiane Rintielle Vaz Menezes,RAIANE,FEMININO,0.9946,0.9946,102020,IBGE,BR,1
A5026076863,Larissa Messias de Souza,LARISSA,FEMININO,0.9963,0.9963,361845,IBGE,BR,2
A5084446112,Antonio Fernando Britto,ANTONIO,MASCULINO,0.9966,0.0034,2576348,IBGE,BR,1
A5027441820,Nadezhda N. Maslennikova,NADEZHDA,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5056204203,Ilzira Ilsurovna Gibadulina,ILZIRA,FEMININO,1.0000,1.0000,29,IBGE,RU,1
A5063902151,Augusto Hack da Silva Koch,AUGUSTO,MASCULINO,0.9952,0.0048,105177,IBGE,BR,1
A5066700342,Kamilla Machado Ercolani,KAMILLA,FEMININO,0.9951,0.9951,5256,IBGE,BR,1
A5038944993,Nilva Plautz,NILVA,FEMININO,0.9967,0.9967,22903,IBGE,BR,1
A5037337333,Cleide Calgaro,CLEIDE,FEMININO,0.9917,0.9917,106373,IBGE,BR,1
A5052078314,Gabriela Salas-Berrocal,GABRIELA,FEMININO,0.9926,0.9926,381650,IBGE,BR;CO,1
A5039662239,O Vargas,,INDEFINIDO,,,0,nome abreviado,BR;CO,1
A5042197940,Mónica Ruíz Pianeta,MONICA,FEMININO,0.9970,0.9970,203930,IBGE,BR;CO,1
A5102437021,Dayanis Montero Borges,DAYANIS,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5019974842,Thaís Helena Teixeira,THAIS,FEMININO,0.9953,0.9953,169620,IBGE,BR,1
A5002626050,José Ambrósio Ferreira Neto,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5027358724,Mar Pérez Fra,MAR,INDEFINIDO,0.6443,0.6443,253,nome ambíguo no IBGE,ES;PT,1
A5069828561,Ana Isabel García Arias,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,ES;PT,1
A5102922807,Poliana Oliveira Cardoso,POLIANA,FEMININO,0.9963,0.9963,84552,IBGE,BR,1
A5067174511,Mariane Paulina Batalha Roque,MARIANE,FEMININO,0.9953,0.9953,74021,IBGE,BR,1
A5023806354,Álvaro Barbosa de Carvalho Júnior,ALVARO,MASCULINO,0.9960,0.0040,65710,IBGE,BR,1
A5017688406,Maria Helena Teles Lopes,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,BR,1
A5028457253,Ana Caroline Nery Munoz Carvalho,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,BR,1
A5090873451,Samara Guedes Ramos,SAMARA,FEMININO,0.9961,0.9961,110523,IBGE,BR,1
A5037001001,Thiago de Castro Guimarães,THIAGO,MASCULINO,0.9939,0.0061,343737,IBGE,BR,1
A5084080935,Marcos Vinicius Miranda Mesquita,MARCOS,MASCULINO,0.9954,0.0046,1106165,IBGE,BR,1
A5036807029,Alline V. B. de Oliveira,ALLINE,FEMININO,1.0000,1.0000,1723,IBGE,BR,1
A5040555651,Felipe J. S. Bispo,FELIPE,MASCULINO,0.9911,0.0089,621460,IBGE,BR,1
A5059474917,Ronald Wbeimar Pacheco Ortiz,RONALD,MASCULINO,0.9938,0.0062,27222,IBGE,BR,1
A5003029253,Fabricio de Queiroz Venancio,FABRICIO,MASCULINO,0.9928,0.0072,167879,IBGE,BR,1
A5107169204,Vinicius Ottonio O. Gonçalves,VINICIUS,MASCULINO,0.9921,0.0079,304822,IBGE,BR,1
A5059126088,Vinícius Kartnaller,VINICIUS,MASCULINO,0.9921,0.0079,304822,IBGE,BR,1
sem-id:W4220838507:7,João Cajaiba,JOAO,MASCULINO,0.9959,0.0041,2984119,IBGE,BR,1
A5049033802,Sean Luis de Oliveira,SEAN,MASCULINO,1.0000,0.0000,335,IBGE,BR,1
A5082036054,Antelmo Santos Chaves,ANTELMO,MASCULINO,1.0000,0.0000,483,IBGE,BR,1
A5012445269,Wilton Walter Batista,WILTON,MASCULINO,0.9963,0.0037,23672,IBGE,BR,1
A5037831287,Raphael Calazans Cardoso,RAPHAEL,MASCULINO,0.9943,0.0057,32882,IBGE,BR,1
A5036566977,Brenno Lima Nascimento,BRENNO,MASCULINO,0.9908,0.0092,3269,IBGE,BR,1
A5019495112,Matheus Mariano da Silva Reis,MATHEUS,MASCULINO,0.9923,0.0077,350434,IBGE,BR,1
A5064109151,Renan Celestino Silva Santos,RENAN,MASCULINO,0.9918,0.0082,171593,IBGE,BR,1
A5007596277,Gabrielly Fernanda Silva,GABRIELLY,FEMININO,0.9905,0.9905,15439,IBGE,BR,1
A5048289851,Monalisa Resende Nascimento,MONALISA,FEMININO,0.9963,0.9963,12420,IBGE,BR,1
A5003670004,Pablo Andrei Appelt,PABLO,MASCULINO,0.9931,0.0069,133420,IBGE,BR,1
A5086137275,Rodrigo Bazán,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,,1
A5082564678,Luciane Aparecida Pascucci Sande de Souza,LUCIANE,FEMININO,0.9965,0.9965,81519,IBGE,BR,1
A5046085237,Gustavo José Luvizutto,GUSTAVO,MASCULINO,0.9928,0.0072,541480,IBGE,BR,1
A5024288130,Craig A. Hoover,CRAIG,MASCULINO,1.0000,0.0000,23,IBGE,US,1
A5056944781,Diogo Oliveira Pereira,DIOGO,MASCULINO,0.9944,0.0056,156119,IBGE,BR,2
A5047443275,Felipe Meireles Teobaldo,FELIPE,MASCULINO,0.9911,0.0089,621460,IBGE,BR,2
A5043956763,Hélio Correia da Silva Jhunior,HELIO,MASCULINO,0.9972,0.0028,137525,IBGE,,1
A5068403563,Márcio Ricardo Salla,MARCIO,MASCULINO,0.9959,0.0041,468046,IBGE,BR,1
A5071013400,Carlos Eugênio Pereira,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,BR,1
A5016804931,Amanda de Souza Nogueira,AMANDA,FEMININO,0.9961,0.9961,466432,IBGE,BR,1
A5044619083,Leonardo Szigethy,LEONARDO,MASCULINO,0.9939,0.0061,547601,IBGE,,1
A5027961325,Verushka Goldschmidt Xavier de Oliveira,VERUSHKA,INDEFINIDO,,,0,nome ausente do IBGE,,2
A5006729818,Markus Erwin Brose,MARKUS,MASCULINO,1.0000,0.0000,520,IBGE,BR;DE,2
A5030079940,Valéria Borges Vaz,VALERIA,FEMININO,0.9970,0.9970,184492,IBGE,BR,2
A5032389686,Roberto Minadeo,ROBERTO,MASCULINO,0.9967,0.0033,437288,IBGE,BR,1
A5035383141,Rodrigo Evangelista Delgado,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,BR,1
A5020311882,Nelson Ricardo Coelho Flores Zuniga,NELSON,MASCULINO,0.9977,0.0023,200581,IBGE,BR,2
A5019015232,Erli Pinto dos Santos,ERLI,INDEFINIDO,0.5395,0.5395,7348,nome ambíguo no IBGE,BR,1
A5086011478,Yves Pérignon,YVES,MASCULINO,0.9364,0.0636,1007,IBGE,FR,1
A5047991168,Marie‐Noëlle Bouin,MARIENOELLE,INDEFINIDO,,,0,nome ausente do IBGE,FR,1
A5083042125,Valérie Garnier,VALERIE,FEMININO,1.0000,1.0000,175,IBGE,FR,1
A5070120947,Jean‐Luc Redelsperger,JEANLUC,INDEFINIDO,,,0,nome ausente do IBGE,FR,1
A5106077822,Mickaël Accensi,MICKAEL,MASCULINO,0.9906,0.0094,2442,IBGE,FR,1
A5089370205,Lorena Moreira Nicochelli Pascotto,LORENA,FEMININO,0.9964,0.9964,112310,IBGE,BR,1
A5000684570,Solange Aparecida Arrolho da Silva,SOLANGE,FEMININO,0.9976,0.9976,200064,IBGE,,1
A5068804028,Luiz Alberto Esteves Scaloppe,LUIZ,MASCULINO,0.9956,0.0044,1107792,IBGE,,1
A5005976469,Diego Becerra,DIEGO,MASCULINO,0.9942,0.0058,424428,IBGE,BR,1
A5102772066,Matías Quezada,MATIAS,MASCULINO,0.9906,0.0094,15425,IBGE,BR,1
A5020365299,Humberto Díaz,HUMBERTO,MASCULINO,0.9969,0.0031,46222,IBGE,BR,1
A5047836566,Juarez Antônio da Silva Júnior,JUAREZ,MASCULINO,0.9972,0.0028,42811,IBGE,BR;US,1
A5036898571,Thaisa Manoela Silva França,THAISA,FEMININO,0.9956,0.9956,10600,IBGE,BR,1
A5082220039,Vanessa Silva de Moraes,VANESSA,FEMININO,0.9968,0.9968,418838,IBGE,BR,1
A5018429884,Priscila B. C. Leite,PRISCILA,FEMININO,0.9970,0.9970,223128,IBGE,BR,1
A5043798420,Camila Pinheiro Marins,CAMILA,FEMININO,0.9964,0.9964,471559,IBGE,BR,2
A5017773385,Fernanda P. Tinoco,FERNANDA,FEMININO,0.9941,0.9941,534757,IBGE,BR,1
A5082608559,Daniel Abbate,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,BR,1
A5036016166,Livia Resende Lara,LIVIA,FEMININO,0.9968,0.9968,136409,IBGE,BR,1
A5083653569,Gabriele Benfatti Corá Camacho,GABRIELE,FEMININO,0.9823,0.9823,124748,IBGE,BR,1
A5112892924,Juliano Barros Neves,JULIANO,MASCULINO,0.9902,0.0098,115736,IBGE,BR,1
A5028054052,Tamires Lietti,TAMIRES,FEMININO,0.9943,0.9943,143715,IBGE,CN,1
A5088153343,Pedro Hurtado de Mendoza Borges,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR;DE;NL;PT,1
A5051838329,Zaíra Morais dos Santos Hurtado de Mendoza,ZAIRA,FEMININO,0.9970,0.9970,8018,IBGE,BR,1
A5037892036,Pedro Hurtado de Mendoza Morais,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR,1
A5038977666,Bruno Alvarez Scapin,BRUNO,MASCULINO,0.9926,0.0074,668217,IBGE,BR,1
A5010001565,Claudio Jarreta Neto,CLAUDIO,MASCULINO,0.9954,0.0046,352031,IBGE,BR,1
A5020634905,Frank Pavan,FRANK,MASCULINO,0.9940,0.0060,16806,IBGE,BR,1
A5101234420,Fábio Garcia Silva,FABIO,MASCULINO,0.9956,0.0044,547965,IBGE,BR,1
A5088111333,Bruno César Aurichio Ledo,BRUNO,MASCULINO,0.9926,0.0074,668217,IBGE,BR,1
A5002861339,Gabriela Cristina Ribeiro Pacheco,GABRIELA,FEMININO,0.9926,0.9926,381650,IBGE,BR,1
A5001747747,Camila Yarla Fernandes,CAMILA,FEMININO,0.9964,0.9964,471559,IBGE,BR,1
A5102885676,Diego Lima,DIEGO,MASCULINO,0.9942,0.0058,424428,IBGE,BR,1
A5025199688,Nivaneide Alves de Melo Falcão,NIVANEIDE,FEMININO,1.0000,1.0000,114,IBGE,BR,1
A5031834938,Elmir Lúcio Borges Filho Borges Filho,ELMIR,MASCULINO,0.9050,0.0950,958,IBGE,BR,1
sem-id:W4388283324:1,Ívia Lemos Barroso,IVIA,FEMININO,1.0000,1.0000,753,IBGE,BR,1
A5122489603,Tiago V. Zanella,TIAGO,MASCULINO,0.9938,0.0062,495211,IBGE,BR,1
A5072569433,Bárbara Rocha Pinto Bonnet,BARBARA,FEMININO,0.9963,0.9963,171342,IBGE,BR,1
A5046726120,Claudia Guiss,CLAUDIA,FEMININO,0.9963,0.9963,359494,IBGE,BR,1
A5048101086,Juan I. Cañete,JUAN,MASCULINO,0.9903,0.0097,45735,IBGE,CL,1
A5109677317,J. Illanes,,INDEFINIDO,,,0,nome abreviado,CL,1
A5111118125,Rattcliff Ambler,RATTCLIFF,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5003274150,Laura Brandão Barros,LAURA,FEMININO,0.9967,0.9967,210549,IBGE,BR,1
A5032529544,Iuri Matias Oliveira Schreiner,IURI,MASCULINO,0.9829,0.0171,29257,IBGE,BR,1
A5045392883,Fernanda Pennas,FERNANDA,FEMININO,0.9941,0.9941,534757,IBGE,BR,1
A5032580212,Adelino da Silva Ribeiro Neto,ADELINO,MASCULINO,0.9964,0.0036,24468,IBGE,,1
A5039811339,Tânia Maria Fonseca Araújo,TANIA,FEMININO,0.9979,0.9979,172608,IBGE,BR;ES,1
A5032329307,Elisângela Acris Borges de Araújo,ELISANGELA,FEMININO,0.9978,0.9978,147286,IBGE,,1
A5088872941,FERNÁN VERGARA,FERNAN,INDEFINIDO,0.7522,0.2478,113,nome ambíguo no IBGE,BR,1
A5047118191,Viviane Basso Chiesa,VIVIANE,FEMININO,0.9974,0.9974,230822,IBGE,BR,1
A5112191874,CECILIA COSTA,CECILIA,FEMININO,0.9974,0.9974,104497,IBGE,BR,1
A5109446882,Roberta Mara de Oliveira,ROBERTA,FEMININO,0.9927,0.9927,143553,IBGE,BR,1
A5101433273,Ricardo Ribeiro Dias,RICARDO,MASCULINO,0.9960,0.0040,469703,IBGE,BR,1
A5087620825,Girlene Figueiredo Maciel,GIRLENE,FEMININO,0.9895,0.9895,17156,IBGE,BR,1
A5063972141,Juliana Farias Santos de Moraes,JULIANA,FEMININO,0.9963,0.9963,564706,IBGE,BR,1
sem-id:W2615302335:0,Telma ALVES FERREIRA,TELMA,FEMININO,0.9974,0.9974,60314,IBGE,BR,1
A5050293424,Felipe Denardin Costa,FELIPE,MASCULINO,0.9911,0.0089,621460,IBGE,BR,2
A5063330112,Douglas Lima de Bem,DOUGLAS,MASCULINO,0.9939,0.0061,266507,IBGE,BR,1
A5027543111,Fabricio S. Prol,FABRICIO,MASCULINO,0.9928,0.0072,167879,IBGE,BR,2
A5076612892,Caroline Maria Bezerra de Araújo,CAROLINE,FEMININO,0.9956,0.9956,213648,IBGE,BR,1
A5027908895,Helenise Almeida do Nascimento,HELENISE,FEMININO,1.0000,1.0000,373,IBGE,BR,1
A5008389181,Cláudia Jéssica Cavalcanti,CLAUDIA,FEMININO,0.9963,0.9963,359494,IBGE,BR,1
A5054276830,Maria Fernanda Pimentel,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,BR,1
A5090301017,Y. A. Moura,,INDEFINIDO,,,0,nome abreviado,BR,1
A5020142638,Lucas Batista De Moura,LUCAS,MASCULINO,0.9907,0.0093,1127310,IBGE,BR,1
A5010626576,Marcelo Lauar Leite,MARCELO,MASCULINO,0.9955,0.0045,693215,IBGE,BR,1
A5041216627,IGOR BICALHO FACO,IGOR,MASCULINO,0.9928,0.0072,266642,IBGE,BR,1
A5015883792,Danny Eibye Jacobsen,DANNY,INDEFINIDO,0.6980,0.3020,755,nome ambíguo no IBGE,DK,1
A5029094806,Lateef T. Akanji,LATEEF,INDEFINIDO,,,0,nome ausente do IBGE,GB,1
A5039130638,Waheed Afzal,WAHEED,INDEFINIDO,,,0,nome ausente do IBGE,,1
A5039306344,Hayane Amorim Fernandes,HAYANE,FEMININO,1.0000,1.0000,458,IBGE,,1
A5025292690,Iany Lima Vagmacker Freitas,IANY,FEMININO,1.0000,1.0000,635,IBGE,BR,1
A5081697050,Luana Covre Campanharo,LUANA,FEMININO,0.9953,0.9953,356300,IBGE,,1
A5005428351,Éder Teixeira Marques,EDER,MASCULINO,0.9939,0.0061,73915,IBGE,BR,1
A5091879031,William Rodrigo Dal Poz,WILLIAM,MASCULINO,0.9937,0.0063,61528,IBGE,BR,2
A5042138504,Victoria Sofia Maia Araújo,VICTORIA,FEMININO,0.9934,0.9934,44950,IBGE,BR,1
A5056099027,Shirlene Kelly Santos Carmo,SHIRLENE,FEMININO,1.0000,1.0000,6117,IBGE,BR,1
A5039028933,Rogério de Jesus Santos,ROGERIO,MASCULINO,0.9967,0.0033,293596,IBGE,BR,1
A5025997976,Eduardo Mascarenhas,EDUARDO,MASCULINO,0.9935,0.0065,632664,IBGE,BR,1
A5005547386,O. Pessoa,,INDEFINIDO,,,0,nome abreviado,BR,1
A5004546089,Carolina Narjara Mazzini Amaral,CAROLINA,FEMININO,0.9962,0.9962,191221,IBGE,,1
A5054107026,Lúcia Maria da Costa e Silva,LUCIA,FEMININO,0.9973,0.9973,287917,IBGE,BR,1
A5025349294,Facundo Javier Wedekamper,FACUNDO,MASCULINO,1.0000,0.0000,125,IBGE,BR,1
A5078226084,Diego Andrés Lorio,DIEGO,MASCULINO,0.9942,0.0058,424428,IBGE,BR,1
A5004082354,Telmo Roberto Strohaecker,TELMO,MASCULINO,0.9972,0.0028,7252,IBGE,BR,1
A5023339562,Alexandre De Jesus Pinho,ALEXANDRE,MASCULINO,0.9945,0.0055,444097,IBGE,BR,1
A5032672335,Eurico Lourenço Nicacio,EURICO,MASCULINO,0.9960,0.0040,11622,IBGE,BR,2
A5025093566,Carolina Pardo-Díaz,CAROLINA,FEMININO,0.9962,0.9962,191221,IBGE,BR,1
A5091652720,Carlos Alberto Kenji Shimokawa,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,BR,1
A5079179177,Míriam Lacalle Turbino,MIRIAM,FEMININO,0.9967,0.9967,71032,IBGE,BR,1
