author_id,nome,paises,primeiro_nome,obras,genero_ibge,motivo_ibge,genero_wgnd,motivo_wgnd,genero_wgnd_fallback,motivo_wgnd_fallback,detalhe_wgnd
A5063804040,James Edward Richardson,CO;GB;IE,JAMES,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:F0.00/M1.00; IE:M1.00
A5044415063,Fabián Armando Michelangeli,US,FABIAN,2,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5065917392,Lucero Martínez-Fructuoso,MX,LUCERO,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5020327964,Rogelio Pereda‐Miranda,MX,ROGELIO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5053378396,Mabel Fragoso‐Serrano,MX,MABEL,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5072138949,Matthias Sörgel,DE,MATTHIAS,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5077658508,Jeannine Ditas,CN;DE,JEANNINE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5012088874,Christiane Schulz,DE,CHRISTIANE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5041133570,Tobias Donth,DE,TOBIAS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5091241245,Stephan Borrmann,DE,STEPHAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5064037338,Ramon Campos Braga,DE,RAMON,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5085384616,Yafang Cheng,DE,YAFANG,3,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5042024011,Maximilian Dollner,AT;DE,MAXIMILIAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AT:M1.00; DE:M1.00
A5054589999,Johannes W. Kaiser,DE,JOHANNES,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5018817798,Thomas Klimach,DE,THOMAS,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5059671468,Christoph Knote,DE,CHRISTOPH,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5061583085,Ovid Oktavian Krüger,DE,OVID,3,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5008602085,Daniel Fütterer,DE,DANIEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5002824499,Nan Ma,CN;DE,NAN,1,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.23/M0.27
A5000652357,Hauke Paulsen,DE,HAUKE,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5006738344,Daniel N. Sauer,DE,DANIEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5048202110,Hans Schlager,DE,HANS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5065128410,Johannes Schneider,DE,JOHANNES,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5067747711,Bernadett Weinzierl,AT;DE,BERNADETT,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,AT:F1.00; DE:F1.00
A5029245681,Adrian Walser,AT;DE,ADRIAN,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AT:M1.00; DE:M1.00
A5080848343,Manfred Wendisch,DE,MANFRED,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5069069843,Helmut Ziereis,DE,HELMUT,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5036008616,Martin Zöger,DE,MARTIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5054559422,Cinzia Scaggion,IT,CINZIA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5077078559,Tommaso Giovanardi,IT,TOMMASO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IT:M1.00
A5074134120,Daniel Loponte,AR,DANIEL,4,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5021632841,Elena Armaroli,IT,ELENA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5007902386,Sara Bernardini,IT,SARA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5024472507,Stefano Benazzi,IT;UZ,STEFANO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IT:M1.00
A5064193029,Andrés Gascue,UY,ANDRES,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5101688869,Alejandro Alberto Acosta,AR,ALEJANDRO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5062455913,Giulia Marciani,IT,GIULIA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5013253241,Eugenio Bortolini,IT,EUGENIO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IT:M1.00
A5056920772,Anna Cipriani,IT;US,ANNA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00; US:F1.00/M0.00
A5029057792,Sean Patrick Gaynor,CH;US,SEAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00; US:F0.01/M0.99
A5048442087,Joshua H.F.L. Davies,CA;CH,JOSHUA,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00; CH:M1.00
A5077316743,Urs Schaltegger,CH,URS,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5078685681,Jennifer R. Ovenden,AU,JENNIFER,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5036263910,Carmen Rizzo,IT,CARMEN,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5042124468,Federica Relitti,IT,FEDERICA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5036067200,Martina Kralj,IT,MARTINA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5099788278,Tal Starostinetsky Malonek,IL,TAL,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,IL:?1.00
A5103971198,Lisa Clare McNeill,GB,LISA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5072460981,Jeanine L. Ash,US,JEANINE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5129442387,Gareth D.O. Carter,GB,GARETH,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5062605488,N. Fabregas,NO,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5074044916,Eugenia Fatourou,GR,EUGENIA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5121562933,Gino De Gelder,FR,GINO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5129598054,Sophie Green,GB,SOPHIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00/M0.00
A5129399378,Emilio Herrero-Bervera,CZ;US,EMILIO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5010791064,Cari L. Johnson,US,CARI,1,INDEFINIDO,nome ambíguo no IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5052895574,Aikaterini Kafetzidou,GR,AIKATERINI,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,GR:F1.00
A5052092929,Olga Koukousioura,DE;GR,OLGA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00; GR:F1.00
A5070738259,Shunli Li,CN,SHUNLI,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.07/M0.43
A5012244079,Fabienne Marret,GB,FABIENNE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5065948344,Ilaria Mazzini,IT,ILARIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5129475118,Abah P. Omale,US,ABAH,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5086726224,Roberta Parisi,IT,ROBERTA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5129489322,Natalia V. Zakharova,US,NATALIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5022344067,Erik García‐Machado,CU,ERIK,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5122331534,Juliana Lopez Marulanda,FR,JULIANA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5122373542,Rose Emilia Maceido de Quieroz,PT,ROSE,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ambíguo na WGND (sem país),
A5004952307,Madangchanok Imchen,IN,MADANGCHANOK,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5052698191,Ranjith Kumavath,IN,RANJITH,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,IN:?0.50/M0.50
A5080886331,Preetam Ghosh,US,PREETAM,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,US:M1.00
A5021998590,Alice Rebecca Wattam,US,ALICE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5104268998,Junhua Guo,US,JUNHUA,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5112776344,Xiang Su,CN;DE,XIANG,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.08/M0.42
A5029772473,Víctor Hugo Delgado-Blas,MX,VICTOR,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5017448900,Jaime Rendón–von Osten,MX,JAIME,3,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5074022401,Eneko Bachiller,ES,ENEKO,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00
A5066221742,Elena Lloret‐Lloret,ES;RO,ELENA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00; RO:F1.00
A5082141344,Angélique Jadaud,FR,ANGELIQUE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5008775096,Timothy A. Myers,US,TIMOTHY,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5040567939,Lola Moreano-Arrobo,EC,LOLA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5025089088,Fernanda X. Oyarzún,CL,FERNANDA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5073932910,Cristian B. Canales‐Aguirre,CL,CRISTIAN,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5000461255,Philip B. Holden,GB,PHILIP,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5032958256,Neil Robert Edwards,GB,NEIL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5067493080,Agostino Merico,DE,AGOSTINO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5089016369,Candace J. Grimes,US,CANDACE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5003440138,Lene H. Petersen,US,LENE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00
A5009575525,Victoria Warwick‐Evans,GB,VICTORIA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5049057827,Natalie Kelly,AU,NATALIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.99/M0.01
A5100762109,Jeong‐Hoon Kim,KR,JEONGHOON,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5002557155,JA Santora,US,JA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,US:F0.34/M0.66
A5083315511,William Balée,US,WILLIAM,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5022292867,Claire Ponsart,FR,CLAIRE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5059643179,Acácia Ferreira Vicente,FR,ACACIA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5016283348,Javed Mallick,SA,JAVED,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,SA:M1.00
A5015126001,Roquia Salam,BD,ROQUIA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5042749735,H. M. Touhidul Islam,BD,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5047150854,Shamsuddin Shahid,MY,SHAMSUDDIN,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5011277684,Mohammad Kamruzzaman,BD;KR,MOHAMMAD,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BD:M1.00
A5002057312,Shakeel Ahmad Bhat,IN,SHAKEEL,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,IN:?1.00
A5059823880,Ahmed Elbeltagi,EG,AHMED,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,EG:M1.00
A5084200536,C. A. Chen,TW,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5036404745,Magali Ader,FR,MAGALI,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5107898914,Pierre Cartigny,FR,PIERRE,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5020012902,Ailín Gatica,AR,AILIN,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ambíguo na WGND (sem país),
A5066105124,Alberto A. Yanosky,PY,ALBERTO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5012224038,Alejandro E. J. Valenzuela,AR,ALEJANDRO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5036409198,Allison Loretta Devlin,US,ALLISON,1,MASCULINO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F0.99/M0.01
A5035793000,Almir de Paula,US,ALMIR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:M1.00
A5043092161,Amanda L. Subalusky,US,AMANDA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5030461560,Ana Cecilia Gozzi,AR,ANA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5077584974,Ana Cecilia Ochoa,AR,ANA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5109311491,Ana Pozuelos Rojas,US,ANA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F0.99/M0.01
A5004646736,Anderson Feijó,CN;KZ,ANDERSON,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5028502762,J. Antonio de la Torre,MX,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5032989975,Antonio M. Mangione,AR,ANTONIO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5061774352,Bibiana Gómez‐Valencia,CO,BIBIANA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5092470753,Luke Ortiz-Whittingham,US,LUKE,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5033065674,Héctor A. Vargas,CL,HECTOR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CL:M1.00
A5062762302,Ana M. Lazo,PE,ANA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5060529393,Lisa Henß,DE,LISA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5039774896,Constanze Yue,DE,CONSTANZE,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5053696290,Joshua D. Kandler,DE,JOSHUA,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5009899535,Helen M. Faddy,AU,HELEN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5068608033,Graham Simmons,US,GRAHAM,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5063359248,Marcus Panning,DE,MARCUS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5041454171,Sally A. Baylis,DE,SALLY,1,FEMININO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,DE:F0.50/M0.50
A5083586617,Barbara S. Schnierle,DE,BARBARA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5033856316,Ian Kirimi Daniel,US,IAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5126547925,Guilherme G. Verocai,US,GUILHERME,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:M1.00
A5020195440,Patricia C. Salinas,CL;CO,PATRICIA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5061822019,Ragnhild Dragøy Whitaker,NO,RAGNHILD,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,NO:F1.00
A5023706956,Isabella Taborda Llano,CA;CO,ISABELLA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CA:F1.00/M0.00; CO:F1.00
A5100699543,Rafael M. Santos,CA,RAFAEL,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5017024764,Mario H. Yánez-Muñóz,EC,MARIO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5074119959,Fabio Andrade Machado,AR;US,FABIO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5066190798,Marco Altamirano-Benavides,EC,MARCO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5060293263,Paulina Pisarek,FR,PAULINA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5060844387,Mikel Bernabeu de Maria,FR,MIKEL,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ambíguo na WGND (sem país),
A5003511153,Joanna Szpunar,FR,JOANNA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5112436210,Mohammed-Amin Boumehraz,DZ;US,MOHAMMED,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DZ:M1.00; US:F0.00/M1.00
A5028633561,Kamel Goudjil,DZ;US,KAMEL,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DZ:M1.00; US:F0.00/M1.00
A5022176586,Mekki Mellas,DZ;US,MEKKI,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5106333639,Achref Hamaidia,DZ;US,ACHREF,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5025903286,Brahim Baali,DZ;US,BRAHIM,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DZ:M1.00; US:F0.00/M1.00
A5086348854,Frederick I. Archer,US,FREDERICK,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5104707448,William F. Perrin,US,WILLIAM,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5006707617,Roger Benson,GB,ROGER,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5070470182,Serjoscha Evers,CH;GB,SERJOSCHA,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5035214119,Art Borkent,CA,ART,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5039810619,Brian Victor Brown,US,BRIAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5024766312,Peter H. Adler,US,PETER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5037438770,Kevin N. Barber,CA,KEVIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5053614352,Daniel J. Bickel,AU,DANIEL,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5023047273,Stéphanie Boucher,CA,STEPHANIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CA:F1.00
A5040049624,Scott E. Brooks,CA,SCOTT,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5078973860,John F. Burger,US,JOHN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5062053509,Zelia L. Burington,US,ZELIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00
A5082666571,Jeffrey M. Cumming,CA,JEFFREY,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5065116583,Greg Curler,US,GREG,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5088574425,Carl W. Dick,US,CARL,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5067416528,E. Fisher,US,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5047643945,Jon K. Gelhaus,US,JON,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5086087858,David A. Grimaldi,US,DAVID,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5009102869,John M. Hash,US,JOHN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5057885533,Martin Hauser,US,MARTIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5033802325,Heikki Hippa,FI,HEIKKI,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,FI:M1.00
A5038882370,Sergio Ibáñez‐Bernal,SE,SERGIO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5073192348,Mathias Jaschhof,SE,MATHIAS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5051929224,Elena P. Kameneva,UA,ELENA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,UA:F1.00
A5073121058,Peter H. Kerr,US,PETER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5061006012,V. A. Korneyev,UA,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5029430933,Giar‐Ann Kung,US,GIARANN,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5029211291,Gunnar Mikalsen Kvifte,NO,GUNNAR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00
A5079087545,Owen Lonsdale,CA,OWEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5043459610,Stephen A. Marshall,CA,STEPHEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5061171987,WAYNE NIELSEN MATHIS,US,WAYNE,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5000480400,Verner Michelsen,DK,VERNER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DK:M1.00
A5029110388,Stefan Naglis,CH,STEFAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5006291231,Allen L. Norrbom,US,ALLEN,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5071900928,Steven M. Paiero,CA,STEVEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
